# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.69333333
Weighted average F-Measure	0.74014337
Weighted average true positive rate	0.75
Weighted average false positive rate	0.48333333
Weighted average sensitivity (recall)	0.75
Total number correct	15
Total number incorrect	5
Accuracy	0.75
Error rate	0.25
Error rate expected by chance	0.25
Improvement over error rate expected by chance	0.0
Kappa statistic	0.28571429
Mean absolute error	0.31234614
Mean prior absolute error	0.38636364
Root mean squared error	0.4040265
Root mean prior squared error	0.43360873
Relative absolute error (%)	80.84252982
Root relative squared error (%)	93.17766788
Kononenko & Bratko information score (bits)	2.83925328
Kononenko & Bratko information score (bits / instance)	0.14196266
Kononenko & Bratko relative information score (%)	335.86681712
Class complexity - order (bits)	16.26381987
Class complexity - order (bits / instance)	0.81319099
Class complexity - scheme (bits)	15.16285006
Class complexity - scheme (bits / instance)	0.7581425
Complexity improvement (bits)	1.10096981
Complexity improvement (bits / instance)	0.05504849
