# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.60697115
Weighted average F-Measure	0.6567718
Weighted average true positive rate	0.61038961
Weighted average false positive rate	0.50822615
Weighted average sensitivity (recall)	0.61038961
Total number correct	46
Total number incorrect	31
Accuracy	0.5974026
Error rate	0.4025974
Error rate expected by chance	0.16883117
Improvement over error rate expected by chance	-0.23376623
Kappa statistic	0.06854839
Mean absolute error	0.48626357
Mean prior absolute error	0.28620746
Root mean squared error	0.48801567
Root mean prior squared error	0.37469654
Relative absolute error (%)	169.8989848
Root relative squared error (%)	130.24290737
Kononenko & Bratko information score (bits)	-72.84499887
Kononenko & Bratko information score (bits / instance)	-0.94603895
Kononenko & Bratko relative information score (%)	-10808.71543853
Class complexity - order (bits)	50.46396359
Class complexity - order (bits / instance)	0.65537615
Class complexity - scheme (bits)	74.34530079
Class complexity - scheme (bits / instance)	0.96552339
Complexity improvement (bits)	-23.8813372
Complexity improvement (bits / instance)	-0.31014724
