# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	7.0
Number instances predicted as [BRCACancer] correctly	6.0
Number instances predicted as [BRCACancer] incorrectly	1.0
Number instances predicted as [Control]	30.0
Number instances predicted as [Control] correctly	21.0
Number instances predicted as [Control] incorrectly	9.0
Proportion instances predicted as [BRCACancer]	0.18918919
Proportion instances predicted as [BRCACancer] correctly	0.85714286
Proportion instances predicted as [BRCACancer] incorrectly	0.14285714
Proportion instances predicted as [Control]	0.81081081
Proportion instances predicted as [Control] correctly	0.7
Proportion instances predicted as [Control] incorrectly	0.3
Number [BRCACancer] instances predicted correctly	6.0
Number [BRCACancer] instances predicted incorrectly	9.0
Number [Control] instances predicted correctly	21.0
Number [Control] instances predicted incorrectly	1.0
Proportion [BRCACancer] instances predicted correctly	0.4
Proportion [BRCACancer] instances predicted incorrectly	0.6
Proportion [Control] instances predicted correctly	0.95454545
Proportion [Control] instances predicted incorrectly	0.04545455
