# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	45.0
Number instances predicted as [BRCACancer] correctly	28.0
Number instances predicted as [BRCACancer] incorrectly	17.0
Number instances predicted as [Control]	38.0
Number instances predicted as [Control] correctly	27.0
Number instances predicted as [Control] incorrectly	11.0
Proportion instances predicted as [BRCACancer]	0.54216867
Proportion instances predicted as [BRCACancer] correctly	0.62222222
Proportion instances predicted as [BRCACancer] incorrectly	0.37777778
Proportion instances predicted as [Control]	0.45783133
Proportion instances predicted as [Control] correctly	0.71052632
Proportion instances predicted as [Control] incorrectly	0.28947368
Number [BRCACancer] instances predicted correctly	28.0
Number [BRCACancer] instances predicted incorrectly	11.0
Number [Control] instances predicted correctly	27.0
Number [Control] instances predicted incorrectly	17.0
Proportion [BRCACancer] instances predicted correctly	0.71794872
Proportion [BRCACancer] instances predicted incorrectly	0.28205128
Proportion [Control] instances predicted correctly	0.61363636
Proportion [Control] instances predicted incorrectly	0.38636364
