# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	51.0
Number instances predicted as [BRCACancer] correctly	23.0
Number instances predicted as [BRCACancer] incorrectly	28.0
Number instances predicted as [Control]	32.0
Number instances predicted as [Control] correctly	16.0
Number instances predicted as [Control] incorrectly	16.0
Proportion instances predicted as [BRCACancer]	0.61445783
Proportion instances predicted as [BRCACancer] correctly	0.45098039
Proportion instances predicted as [BRCACancer] incorrectly	0.54901961
Proportion instances predicted as [Control]	0.38554217
Proportion instances predicted as [Control] correctly	0.5
Proportion instances predicted as [Control] incorrectly	0.5
Number [BRCACancer] instances predicted correctly	23.0
Number [BRCACancer] instances predicted incorrectly	16.0
Number [Control] instances predicted correctly	16.0
Number [Control] instances predicted incorrectly	28.0
Proportion [BRCACancer] instances predicted correctly	0.58974359
Proportion [BRCACancer] instances predicted incorrectly	0.41025641
Proportion [Control] instances predicted correctly	0.36363636
Proportion [Control] instances predicted incorrectly	0.63636364
