# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	17.0
Number instances predicted as [BRCACancer] correctly	5.0
Number instances predicted as [BRCACancer] incorrectly	12.0
Number instances predicted as [Control]	60.0
Number instances predicted as [Control] correctly	52.0
Number instances predicted as [Control] incorrectly	8.0
Proportion instances predicted as [BRCACancer]	0.22077922
Proportion instances predicted as [BRCACancer] correctly	0.29411765
Proportion instances predicted as [BRCACancer] incorrectly	0.70588235
Proportion instances predicted as [Control]	0.77922078
Proportion instances predicted as [Control] correctly	0.86666667
Proportion instances predicted as [Control] incorrectly	0.13333333
Number [BRCACancer] instances predicted correctly	5.0
Number [BRCACancer] instances predicted incorrectly	8.0
Number [Control] instances predicted correctly	52.0
Number [Control] instances predicted incorrectly	12.0
Proportion [BRCACancer] instances predicted correctly	0.38461538
Proportion [BRCACancer] instances predicted incorrectly	0.61538462
Proportion [Control] instances predicted correctly	0.8125
Proportion [Control] instances predicted incorrectly	0.1875
