# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.62666667
Weighted average F-Measure	0.671875
Weighted average true positive rate	0.7
Weighted average false positive rate	0.63333333
Weighted average sensitivity (recall)	0.7
Total number correct	14
Total number incorrect	6
Accuracy	0.7
Error rate	0.3
Error rate expected by chance	0.25
Improvement over error rate expected by chance	-0.05
Kappa statistic	0.07692308
Mean absolute error	0.35257421
Mean prior absolute error	0.38636364
Root mean squared error	0.43202631
Root mean prior squared error	0.43360873
Relative absolute error (%)	91.25450109
Root relative squared error (%)	99.63505928
Kononenko & Bratko information score (bits)	0.42633652
Kononenko & Bratko information score (bits / instance)	0.02131683
Kononenko & Bratko relative information score (%)	50.43308099
Class complexity - order (bits)	16.26381987
Class complexity - order (bits / instance)	0.81319099
Class complexity - scheme (bits)	16.82640855
Class complexity - scheme (bits / instance)	0.84132043
Complexity improvement (bits)	-0.56258868
Complexity improvement (bits / instance)	-0.02812943
