# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.55449735
Weighted average F-Measure	0.5985458
Weighted average true positive rate	0.55128205
Weighted average false positive rate	0.41159951
Weighted average sensitivity (recall)	0.55128205
Total number correct	43
Total number incorrect	35
Accuracy	0.55128205
Error rate	0.44871795
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.25641026
Kappa statistic	0.08817635
Mean absolute error	0.49278186
Mean prior absolute error	0.31538462
Root mean squared error	0.52533626
Root mean prior squared error	0.39418855
Relative absolute error (%)	156.24790712
Root relative squared error (%)	133.27029853
Kononenko & Bratko information score (bits)	-55.99319388
Kononenko & Bratko information score (bits / instance)	-0.71786146
Kononenko & Bratko relative information score (%)	-7756.06245008
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	85.14316738
Class complexity - scheme (bits / instance)	1.09157907
Complexity improvement (bits)	-30.03277598
Complexity improvement (bits / instance)	-0.38503559
