# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	33.0
Number instances predicted as [BRCACancer] correctly	8.0
Number instances predicted as [BRCACancer] incorrectly	25.0
Number instances predicted as [Control]	45.0
Number instances predicted as [Control] correctly	38.0
Number instances predicted as [Control] incorrectly	7.0
Proportion instances predicted as [BRCACancer]	0.42307692
Proportion instances predicted as [BRCACancer] correctly	0.24242424
Proportion instances predicted as [BRCACancer] incorrectly	0.75757576
Proportion instances predicted as [Control]	0.57692308
Proportion instances predicted as [Control] correctly	0.84444444
Proportion instances predicted as [Control] incorrectly	0.15555556
Number [BRCACancer] instances predicted correctly	8.0
Number [BRCACancer] instances predicted incorrectly	7.0
Number [Control] instances predicted correctly	38.0
Number [Control] instances predicted incorrectly	25.0
Proportion [BRCACancer] instances predicted correctly	0.53333333
Proportion [BRCACancer] instances predicted incorrectly	0.46666667
Proportion [Control] instances predicted correctly	0.6031746
Proportion [Control] instances predicted incorrectly	0.3968254
