# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.57301587
Weighted average F-Measure	0.5856044
Weighted average true positive rate	0.53846154
Weighted average false positive rate	0.36385836
Weighted average sensitivity (recall)	0.53846154
Total number correct	42
Total number incorrect	36
Accuracy	0.53846154
Error rate	0.46153846
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.26923077
Kappa statistic	0.10516252
Mean absolute error	0.49218558
Mean prior absolute error	0.31538462
Root mean squared error	0.49704309
Root mean prior squared error	0.39418855
Relative absolute error (%)	156.05884118
Root relative squared error (%)	126.0927254
Kononenko & Bratko information score (bits)	-60.69678263
Kononenko & Bratko information score (bits / instance)	-0.77816388
Kononenko & Bratko relative information score (%)	-8407.59392175
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	77.30874133
Class complexity - scheme (bits / instance)	0.99113771
Complexity improvement (bits)	-22.19834993
Complexity improvement (bits / instance)	-0.28459423
