# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.63257919
Weighted average F-Measure	0.59076833
Weighted average true positive rate	0.67741935
Weighted average false positive rate	0.6475551
Weighted average sensitivity (recall)	0.67741935
Total number correct	85
Total number incorrect	39
Accuracy	0.68548387
Error rate	0.31451613
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	0.0
Kappa statistic	0.03838697
Mean absolute error	0.40736139
Mean prior absolute error	0.43228367
Root mean squared error	0.45244904
Root mean prior squared error	0.46433221
Relative absolute error (%)	94.23473966
Root relative squared error (%)	97.44080476
Kononenko & Bratko information score (bits)	5.69447658
Kononenko & Bratko information score (bits / instance)	0.0459232
Kononenko & Bratko relative information score (%)	631.59801793
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	106.6579273
Class complexity - scheme (bits / instance)	0.86014457
Complexity improvement (bits)	4.73708336
Complexity improvement (bits / instance)	0.03820229
