# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.44444444
Weighted average F-Measure	0.44444444
Weighted average true positive rate	0.5
Weighted average false positive rate	0.75
Weighted average sensitivity (recall)	0.5
Total number correct	10
Total number incorrect	8
Accuracy	0.55555556
Error rate	0.44444444
Error rate expected by chance	0.33333333
Improvement over error rate expected by chance	-0.11111111
Kappa statistic	-0.28571429
Mean absolute error	0.47925439
Mean prior absolute error	0.45
Root mean squared error	0.50929608
Root mean prior squared error	0.47169906
Relative absolute error (%)	106.5009745
Root relative squared error (%)	107.97055269
Kononenko & Bratko information score (bits)	-1.9852547
Kononenko & Bratko information score (bits / instance)	-0.11029193
Kononenko & Bratko relative information score (%)	-212.53854987
Class complexity - order (bits)	16.54529956
Class complexity - order (bits / instance)	0.91918331
Class complexity - scheme (bits)	18.48538594
Class complexity - scheme (bits / instance)	1.02696589
Complexity improvement (bits)	-1.94008638
Complexity improvement (bits / instance)	-0.10778258
