# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.70769231
Weighted average F-Measure	0.65065046
Weighted average true positive rate	0.68548387
Weighted average false positive rate	0.54672067
Weighted average sensitivity (recall)	0.68548387
Total number correct	85
Total number incorrect	39
Accuracy	0.68548387
Error rate	0.31451613
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	0.0
Kappa statistic	0.15983322
Mean absolute error	0.37473071
Mean prior absolute error	0.43228367
Root mean squared error	0.4401837
Root mean prior squared error	0.46433221
Relative absolute error (%)	86.68629903
Root relative squared error (%)	94.79930342
Kononenko & Bratko information score (bits)	14.66056606
Kononenko & Bratko information score (bits / instance)	0.11823037
Kononenko & Bratko relative information score (%)	1626.0641921
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	102.07241684
Class complexity - scheme (bits / instance)	0.82316465
Complexity improvement (bits)	9.32259382
Complexity improvement (bits / instance)	0.07518221
