# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.71037296
Weighted average F-Measure	0.6746988
Weighted average true positive rate	0.6746988
Weighted average false positive rate	0.32038644
Weighted average sensitivity (recall)	0.6746988
Total number correct	54
Total number incorrect	29
Accuracy	0.65060241
Error rate	0.34939759
Error rate expected by chance	0.46987952
Improvement over error rate expected by chance	0.12048193
Kappa statistic	0.35175007
Mean absolute error	0.40859996
Mean prior absolute error	0.49822821
Root mean squared error	0.4724189
Root mean prior squared error	0.49909244
Relative absolute error (%)	82.01060317
Root relative squared error (%)	94.65559136
Kononenko & Bratko information score (bits)	16.62862547
Kononenko & Bratko information score (bits / instance)	0.20034489
Kononenko & Bratko relative information score (%)	1667.02586644
Class complexity - order (bits)	82.78271576
Class complexity - order (bits / instance)	0.99738212
Class complexity - scheme (bits)	77.38428943
Class complexity - scheme (bits / instance)	0.93234084
Complexity improvement (bits)	5.39842634
Complexity improvement (bits / instance)	0.06504128
