# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	40.0
Number instances predicted as [BRCACancer] correctly	15.0
Number instances predicted as [BRCACancer] incorrectly	25.0
Number instances predicted as [Control]	43.0
Number instances predicted as [Control] correctly	19.0
Number instances predicted as [Control] incorrectly	24.0
Proportion instances predicted as [BRCACancer]	0.48192771
Proportion instances predicted as [BRCACancer] correctly	0.375
Proportion instances predicted as [BRCACancer] incorrectly	0.625
Proportion instances predicted as [Control]	0.51807229
Proportion instances predicted as [Control] correctly	0.44186047
Proportion instances predicted as [Control] incorrectly	0.55813953
Number [BRCACancer] instances predicted correctly	15.0
Number [BRCACancer] instances predicted incorrectly	24.0
Number [Control] instances predicted correctly	19.0
Number [Control] instances predicted incorrectly	25.0
Proportion [BRCACancer] instances predicted correctly	0.38461538
Proportion [BRCACancer] instances predicted incorrectly	0.61538462
Proportion [Control] instances predicted correctly	0.43181818
Proportion [Control] instances predicted incorrectly	0.56818182
