# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.51398601
Weighted average F-Measure	0.46261337
Weighted average true positive rate	0.5060241
Weighted average false positive rate	0.52816862
Weighted average sensitivity (recall)	0.5060241
Total number correct	42
Total number incorrect	41
Accuracy	0.5060241
Error rate	0.4939759
Error rate expected by chance	0.46987952
Improvement over error rate expected by chance	-0.02409639
Kappa statistic	-0.0228434
Mean absolute error	0.49931045
Mean prior absolute error	0.49822821
Root mean squared error	0.5019215
Root mean prior squared error	0.49909244
Relative absolute error (%)	100.21721818
Root relative squared error (%)	100.56684105
Kononenko & Bratko information score (bits)	-0.22255836
Kononenko & Bratko information score (bits / instance)	-0.00268143
Kononenko & Bratko relative information score (%)	-22.31155786
Class complexity - order (bits)	82.78271576
Class complexity - order (bits / instance)	0.99738212
Class complexity - scheme (bits)	83.5030461
Class complexity - scheme (bits / instance)	1.0060608
Complexity improvement (bits)	-0.72033034
Complexity improvement (bits / instance)	-0.00867868
