# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.39365079
Weighted average F-Measure	0.52959991
Weighted average true positive rate	0.47435897
Weighted average false positive rate	0.68388278
Weighted average sensitivity (recall)	0.47435897
Total number correct	39
Total number incorrect	39
Accuracy	0.5
Error rate	0.5
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.30769231
Kappa statistic	-0.14132762
Mean absolute error	0.49540822
Mean prior absolute error	0.31538462
Root mean squared error	0.51688595
Root mean prior squared error	0.39418855
Relative absolute error (%)	157.0806549
Root relative squared error (%)	131.12657463
Kononenko & Bratko information score (bits)	-58.64218891
Kononenko & Bratko information score (bits / instance)	-0.75182293
Kononenko & Bratko relative information score (%)	-8122.99581165
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	81.9272601
Class complexity - scheme (bits / instance)	1.05034949
Complexity improvement (bits)	-26.8168687
Complexity improvement (bits / instance)	-0.34380601
