# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	28.0
Number instances predicted as [BRCACancer] correctly	5.0
Number instances predicted as [BRCACancer] incorrectly	23.0
Number instances predicted as [Control]	50.0
Number instances predicted as [Control] correctly	40.0
Number instances predicted as [Control] incorrectly	10.0
Proportion instances predicted as [BRCACancer]	0.35897436
Proportion instances predicted as [BRCACancer] correctly	0.17857143
Proportion instances predicted as [BRCACancer] incorrectly	0.82142857
Proportion instances predicted as [Control]	0.64102564
Proportion instances predicted as [Control] correctly	0.8
Proportion instances predicted as [Control] incorrectly	0.2
Number [BRCACancer] instances predicted correctly	5.0
Number [BRCACancer] instances predicted incorrectly	10.0
Number [Control] instances predicted correctly	40.0
Number [Control] instances predicted incorrectly	23.0
Proportion [BRCACancer] instances predicted correctly	0.33333333
Proportion [BRCACancer] instances predicted incorrectly	0.66666667
Proportion [Control] instances predicted correctly	0.63492063
Proportion [Control] instances predicted incorrectly	0.36507937
