# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.0
Weighted average F-Measure	0.38095238
Weighted average true positive rate	0.5
Weighted average false positive rate	0.625
Weighted average sensitivity (recall)	0.5
Total number correct	7
Total number incorrect	7
Accuracy	0.5
Error rate	0.5
Error rate expected by chance	0.42857143
Improvement over error rate expected by chance	-0.07142857
Kappa statistic	-0.13953488
Mean absolute error	0.60018751
Mean prior absolute error	0.49107143
Root mean squared error	0.64155558
Root mean prior squared error	0.4949522
Relative absolute error (%)	122.22000151
Root relative squared error (%)	129.61970434
Kononenko & Bratko information score (bits)	-3.14972494
Kononenko & Bratko information score (bits / instance)	-0.22498035
Kononenko & Bratko relative information score (%)	-318.57255198
Class complexity - order (bits)	13.79647046
Class complexity - order (bits / instance)	0.98546218
Class complexity - scheme (bits)	23.44507189
Class complexity - scheme (bits / instance)	1.67464799
Complexity improvement (bits)	-9.64860144
Complexity improvement (bits / instance)	-0.68918582
