# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.59487179
Weighted average F-Measure	0.55426135
Weighted average true positive rate	0.65322581
Weighted average false positive rate	0.68640831
Weighted average sensitivity (recall)	0.65322581
Total number correct	82
Total number incorrect	42
Accuracy	0.66129032
Error rate	0.33870968
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	-0.02419355
Kappa statistic	-0.04303599
Mean absolute error	0.42593453
Mean prior absolute error	0.43228367
Root mean squared error	0.46500511
Root mean prior squared error	0.46433221
Relative absolute error (%)	98.53125787
Root relative squared error (%)	100.14491716
Kononenko & Bratko information score (bits)	-0.01957055
Kononenko & Bratko information score (bits / instance)	-1.5783E-4
Kononenko & Bratko relative information score (%)	-2.17065094
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	112.0189959
Class complexity - scheme (bits / instance)	0.903379
Complexity improvement (bits)	-0.62398523
Complexity improvement (bits / instance)	-0.00503214
