# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	21.0
Number instances predicted as [BRCACancer] correctly	13.0
Number instances predicted as [BRCACancer] incorrectly	8.0
Number instances predicted as [Control]	62.0
Number instances predicted as [Control] correctly	36.0
Number instances predicted as [Control] incorrectly	26.0
Proportion instances predicted as [BRCACancer]	0.25301205
Proportion instances predicted as [BRCACancer] correctly	0.61904762
Proportion instances predicted as [BRCACancer] incorrectly	0.38095238
Proportion instances predicted as [Control]	0.74698795
Proportion instances predicted as [Control] correctly	0.58064516
Proportion instances predicted as [Control] incorrectly	0.41935484
Number [BRCACancer] instances predicted correctly	13.0
Number [BRCACancer] instances predicted incorrectly	26.0
Number [Control] instances predicted correctly	36.0
Number [Control] instances predicted incorrectly	8.0
Proportion [BRCACancer] instances predicted correctly	0.33333333
Proportion [BRCACancer] instances predicted incorrectly	0.66666667
Proportion [Control] instances predicted correctly	0.81818182
Proportion [Control] instances predicted incorrectly	0.18181818
