# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.45913462
Weighted average F-Measure	0.56799201
Weighted average true positive rate	0.50649351
Weighted average false positive rate	0.52933004
Weighted average sensitivity (recall)	0.50649351
Total number correct	42
Total number incorrect	35
Accuracy	0.54545455
Error rate	0.45454545
Error rate expected by chance	0.16883117
Improvement over error rate expected by chance	-0.28571429
Kappa statistic	-0.01315789
Mean absolute error	0.5006148
Mean prior absolute error	0.28620746
Root mean squared error	0.51230998
Root mean prior squared error	0.37469654
Relative absolute error (%)	174.91325793
Root relative squared error (%)	136.72663758
Kononenko & Bratko information score (bits)	-75.03685502
Kononenko & Bratko information score (bits / instance)	-0.97450461
Kononenko & Bratko relative information score (%)	-11133.94228708
Class complexity - order (bits)	50.46396359
Class complexity - order (bits / instance)	0.65537615
Class complexity - scheme (bits)	80.04179229
Class complexity - scheme (bits / instance)	1.0395038
Complexity improvement (bits)	-29.5778287
Complexity improvement (bits / instance)	-0.38412765
