Feature	Mean Rank
2494	1.2
2908	3.2
5468	6.6
7376	7.3
2103	8.6
9970	8.9
7025	9.5
5915	10.1
2063	10.2
10062	11.5
7068	12.7
6097	12.8
8856	17.6
4306	17.8
190	18.2
9975	20.8
3164	21.7
5241	22.2
29959	22.9
6258	23.4
7421	23.5
5914	23.8
3174	24.4
5465	25.4
6095	26.5
6256	26.8
7101	27.0
2099	27.7
7067	27.7
7181	28.5
8431	28.8
7182	29.0
6096	30.3
9971	34.5
8013	34.7
4929	35.4
2649	36.0
5916	38.0
367	38.6
9572	38.7
10002	38.8
5469	39.1
126382	39.3
29982	39.6
3172	39.9
2101	40.0
2100	40.9
6257	41.1
5467	41.8
2104	42.0
