# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	22.0
Number instances predicted as [BRCACancer] correctly	10.0
Number instances predicted as [BRCACancer] incorrectly	12.0
Number instances predicted as [Control]	102.0
Number instances predicted as [Control] correctly	73.0
Number instances predicted as [Control] incorrectly	29.0
Proportion instances predicted as [BRCACancer]	0.17741935
Proportion instances predicted as [BRCACancer] correctly	0.45454545
Proportion instances predicted as [BRCACancer] incorrectly	0.54545455
Proportion instances predicted as [Control]	0.82258065
Proportion instances predicted as [Control] correctly	0.71568627
Proportion instances predicted as [Control] incorrectly	0.28431373
Number [BRCACancer] instances predicted correctly	10.0
Number [BRCACancer] instances predicted incorrectly	29.0
Number [Control] instances predicted correctly	73.0
Number [Control] instances predicted incorrectly	12.0
Proportion [BRCACancer] instances predicted correctly	0.25641026
Proportion [BRCACancer] instances predicted incorrectly	0.74358974
Proportion [Control] instances predicted correctly	0.85882353
Proportion [Control] instances predicted incorrectly	0.14117647
