# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.4010582
Weighted average F-Measure	0.51843251
Weighted average true positive rate	0.46153846
Weighted average false positive rate	0.68693529
Weighted average sensitivity (recall)	0.46153846
Total number correct	40
Total number incorrect	38
Accuracy	0.51282051
Error rate	0.48717949
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.29487179
Kappa statistic	-0.14947368
Mean absolute error	0.50204951
Mean prior absolute error	0.31538462
Root mean squared error	0.51284019
Root mean prior squared error	0.39418855
Relative absolute error (%)	159.18643037
Root relative squared error (%)	130.10022508
Kononenko & Bratko information score (bits)	-62.62632895
Kononenko & Bratko information score (bits / instance)	-0.80290165
Kononenko & Bratko relative information score (%)	-8674.87072341
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	81.12766891
Class complexity - scheme (bits / instance)	1.04009832
Complexity improvement (bits)	-26.01727751
Complexity improvement (bits / instance)	-0.33355484
