# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	36.0
Number instances predicted as [BRCACancer] correctly	24.0
Number instances predicted as [BRCACancer] incorrectly	12.0
Number instances predicted as [Control]	47.0
Number instances predicted as [Control] correctly	32.0
Number instances predicted as [Control] incorrectly	15.0
Proportion instances predicted as [BRCACancer]	0.43373494
Proportion instances predicted as [BRCACancer] correctly	0.66666667
Proportion instances predicted as [BRCACancer] incorrectly	0.33333333
Proportion instances predicted as [Control]	0.56626506
Proportion instances predicted as [Control] correctly	0.68085106
Proportion instances predicted as [Control] incorrectly	0.31914894
Number [BRCACancer] instances predicted correctly	24.0
Number [BRCACancer] instances predicted incorrectly	15.0
Number [Control] instances predicted correctly	32.0
Number [Control] instances predicted incorrectly	12.0
Proportion [BRCACancer] instances predicted correctly	0.61538462
Proportion [BRCACancer] instances predicted incorrectly	0.38461538
Proportion [Control] instances predicted correctly	0.72727273
Proportion [Control] instances predicted incorrectly	0.27272727
