# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	37.0
Number instances predicted as [BRCACancer] correctly	7.0
Number instances predicted as [BRCACancer] incorrectly	30.0
Number instances predicted as [Control]	40.0
Number instances predicted as [Control] correctly	34.0
Number instances predicted as [Control] incorrectly	6.0
Proportion instances predicted as [BRCACancer]	0.48051948
Proportion instances predicted as [BRCACancer] correctly	0.18918919
Proportion instances predicted as [BRCACancer] incorrectly	0.81081081
Proportion instances predicted as [Control]	0.51948052
Proportion instances predicted as [Control] correctly	0.85
Proportion instances predicted as [Control] incorrectly	0.15
Number [BRCACancer] instances predicted correctly	7.0
Number [BRCACancer] instances predicted incorrectly	6.0
Number [Control] instances predicted correctly	34.0
Number [Control] instances predicted incorrectly	30.0
Proportion [BRCACancer] instances predicted correctly	0.53846154
Proportion [BRCACancer] instances predicted incorrectly	0.46153846
Proportion [Control] instances predicted correctly	0.53125
Proportion [Control] instances predicted incorrectly	0.46875
