# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	23.0
Number instances predicted as [BRCACancer] correctly	16.0
Number instances predicted as [BRCACancer] incorrectly	7.0
Number instances predicted as [Control]	60.0
Number instances predicted as [Control] correctly	37.0
Number instances predicted as [Control] incorrectly	23.0
Proportion instances predicted as [BRCACancer]	0.27710843
Proportion instances predicted as [BRCACancer] correctly	0.69565217
Proportion instances predicted as [BRCACancer] incorrectly	0.30434783
Proportion instances predicted as [Control]	0.72289157
Proportion instances predicted as [Control] correctly	0.61666667
Proportion instances predicted as [Control] incorrectly	0.38333333
Number [BRCACancer] instances predicted correctly	16.0
Number [BRCACancer] instances predicted incorrectly	23.0
Number [Control] instances predicted correctly	37.0
Number [Control] instances predicted incorrectly	7.0
Proportion [BRCACancer] instances predicted correctly	0.41025641
Proportion [BRCACancer] instances predicted incorrectly	0.58974359
Proportion [Control] instances predicted correctly	0.84090909
Proportion [Control] instances predicted incorrectly	0.15909091
