# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	1.0
Weighted average F-Measure	0.94537347
Weighted average true positive rate	0.94444444
Weighted average false positive rate	0.02777778
Weighted average sensitivity (recall)	0.94444444
Total number correct	17
Total number incorrect	1
Accuracy	0.94444444
Error rate	0.05555556
Error rate expected by chance	0.33333333
Improvement over error rate expected by chance	0.27777778
Kappa statistic	0.88
Mean absolute error	0.25956348
Mean prior absolute error	0.45
Root mean squared error	0.30132724
Root mean prior squared error	0.47169906
Relative absolute error (%)	57.68077229
Root relative squared error (%)	63.88124726
Kononenko & Bratko information score (bits)	7.80152444
Kononenko & Bratko information score (bits / instance)	0.43341802
Kononenko & Bratko relative information score (%)	835.22013138
Class complexity - order (bits)	16.54529956
Class complexity - order (bits / instance)	0.91918331
Class complexity - scheme (bits)	8.3939316
Class complexity - scheme (bits / instance)	0.46632953
Complexity improvement (bits)	8.15136795
Complexity improvement (bits / instance)	0.45285378
