@relation data

@attribute id string
@attribute 1000 numeric
@attribute 1001 numeric
@attribute 1002 numeric
@attribute 1003 numeric
@attribute 1013 numeric
@attribute 10666 numeric
@attribute 10686 numeric
@attribute 1272 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1462 numeric
@attribute 1493 numeric
@attribute 149461 numeric
@attribute 214 numeric
@attribute 22871 numeric
@attribute 23114 numeric
@attribute 23308 numeric
@attribute 23562 numeric
@attribute 23705 numeric
@attribute 24146 numeric
@attribute 257194 numeric
@attribute 25945 numeric
@attribute 26047 numeric
@attribute 26285 numeric
@attribute 2734 numeric
@attribute 29126 numeric
@attribute 29851 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3383 numeric
@attribute 3384 numeric
@attribute 3385 numeric
@attribute 3655 numeric
@attribute 3676 numeric
@attribute 3680 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3897 numeric
@attribute 4099 numeric
@attribute 4359 numeric
@attribute 4684 numeric
@attribute 4685 numeric
@attribute 4756 numeric
@attribute 4897 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50848 numeric
@attribute 51208 numeric
@attribute 5133 numeric
@attribute 5175 numeric
@attribute 53842 numeric
@attribute 54413 numeric
@attribute 57502 numeric
@attribute 57555 numeric
@attribute 57863 numeric
@attribute 5788 numeric
@attribute 5792 numeric
@attribute 5797 numeric
@attribute 5817 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 58494 numeric
@attribute 6382 numeric
@attribute 6383 numeric
@attribute 6385 numeric
@attribute 6401 numeric
@attribute 6402 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 6614 numeric
@attribute 6693 numeric
@attribute 6900 numeric
@attribute 7122 numeric
@attribute 7412 numeric
@attribute 80380 numeric
@attribute 80381 numeric
@attribute 8174 numeric
@attribute 83700 numeric
@attribute 8506 numeric
@attribute 8516 numeric
@attribute 9019 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 90952 numeric
@attribute 914 numeric
@attribute 920 numeric
@attribute 923 numeric
@attribute 925 numeric
@attribute 9369 numeric
@attribute 9378 numeric
@attribute 9379 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 947 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute 965 numeric
@attribute 9672 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0839,-0.0673,-0.0512,-0.0808,0.0624,1.4259,0.0656,-0.1164,-0.1841,0.1236,0.0247,-0.3196,2.4973,1.6385,0.1255,0.3449,-0.0992,-0.0387,0.5478,0.0073,-0.0461,0.1705,-0.1186,0.2218,-0.121,-8e-04,1.7075,0.5538,1.5327,1.8408,2.2511,0.6301,3.0447,1.5255,0.064,3.1376,1.0901,3.4838,2.4201,0.2865,0.79,1.5887,2.1625,1.6468,2.6951,0.0046,2.0644,1.6048,0.7309,2.4355,2.2417,1.9691,0.0792,-0.0067,-0.1927,-0.0451,0.0846,-0.0567,0.2419,0.0134,-0.1942,-0.0982,-0.0014,1.2837,-0.1076,0.5226,1.7178,-0.0189,0.2207,-0.1126,0.1834,-0.0904,3.0603,0.0339,0.0693,0.2765,-0.016,0.116,-0.0296,-0.0842,-0.1042,0.5159,-0.0152,2.5879,1.3636,2.2677,0.6862,1.8804,-0.036,0.4809,-0.0219,0.14,0.0717,-0.0877,0.3912,0.1573,-0.1123,0.3533,-0.1402,-0.0318,-0.1639,-0.1586,-0.0931,0.2473,2.0317,1.6895,1.5156,1.2843,-0.1524,-0.137,-0.0654,2.1239,0.4421,0.8499,-0.0826,0.8258,1.5529,1.0546,-0.021,0.1369,Control
A02,-0.0697,-0.0941,-0.0287,-0.1038,0.0561,1.2144,0.0461,-0.1175,-0.2418,0.2071,-0.0877,-0.1325,2.1738,0.7111,0.286,0.2446,-0.0337,0.0674,0.4102,0.0113,-0.0883,0.1761,-0.0834,0.1671,-0.1004,-0.0868,1.3819,0.2792,0.8212,1.9724,2.3441,0.5394,3.2633,1.414,0.2722,3.6276,1.0826,3.5946,2.3937,0.7163,0.9536,1.2495,2.0731,0.9234,2.442,0.011,2.2302,1.728,0.6041,2.1547,2.3892,1.9565,0.0911,-0.0387,-0.1017,-0.0435,0.0342,-0.1006,0.1216,-4e-04,-0.0944,-0.0293,0.0913,1.1467,-0.0562,0.627,1.7968,-0.0767,0.0512,-0.1242,0.1308,0.0643,3.0621,0.076,0.0652,0.2214,-0.0085,0.0962,-0.0634,0.0116,0.02,0.4213,-0.0317,2.2314,1.2961,2.1547,0.2559,1.8864,-0.013,0.4922,0.0198,0.0357,0.1185,-0.0564,0.2124,-0.0218,-0.1259,0.3188,-0.1244,0.0018,-0.1944,-0.1611,-0.1704,0.2134,1.619,1.432,1.0272,1.5793,-0.1554,-0.0691,-0.0599,1.3376,0.1621,0.8317,-0.0181,0.7075,0.9872,0.8896,0.1008,-0.0735,Control
A03,-0.0832,-0.0823,-0.0258,-0.1262,0.0748,1.1625,-0.0054,-0.1245,-0.0562,0.0725,-9e-04,-0.0933,2.5167,1.1103,0.1979,0.3538,-0.0736,0.05,0.455,-0.006,-0.1476,0.1913,-0.0946,0.0859,-0.0911,-0.0973,1.6058,0.5255,0.9582,2.2167,2.32,0.6168,3.2587,1.698,0.0989,3.3288,0.3109,3.4581,2.4933,0.5286,1.167,1.4037,2.2193,0.646,2.7204,0.0079,2.4692,1.971,0.8144,2.3137,2.5258,2.1589,0.0538,0.0319,-0.2111,-0.0507,0.1871,-0.0994,0.1639,-0.0233,-0.1418,0.0248,0.0211,1.1272,-5e-04,0.7653,1.9943,-0.1224,0.1203,-0.1664,0.0703,0.0475,3.1872,0.1273,0.0144,0.355,0.033,0.2313,-0.0918,0.034,-0.0822,0.5058,-0.0455,1.9309,1.3749,2.3342,0.9542,2.1253,-0.0057,0.4096,0.199,0.2811,0.165,-0.1597,0.2049,0.0514,-0.138,0.4415,-0.1196,0.0349,-0.1244,-0.1477,-0.1126,0.2211,1.8192,1.5818,1.2787,1.7609,-0.1863,-0.1022,-0.0634,1.1393,0.456,1.0285,-0.0438,0.6911,0.736,1.1942,0.2163,0.0745,Control
A04,-0.069,-0.0503,-0.0317,-0.0294,0.1171,1.3138,-0.044,-0.0788,-0.171,0.3524,-0.1252,-0.0741,2.4807,0.9937,0.2553,0.3478,-0.05,0.0114,0.4868,0.0884,-0.0803,0.2489,-0.0097,0.2451,-0.0835,-0.1146,1.4462,0.1018,1.1029,1.9243,2.1154,0.7192,3.256,1.1807,0.1989,3.5778,0.0915,4.0306,2.478,0.6054,0.8171,1.4118,2.2961,1.1087,2.7132,-0.0085,2.1507,1.7924,0.6126,2.3772,2.442,2.0566,0.0873,0.051,-0.0179,-0.0531,0.0864,-0.0686,0.1587,-0.0234,-0.0624,0.0145,-0.0361,1.2002,-0.0534,0.5614,1.6718,0.0264,0.1152,-0.0887,0.1112,-0.02,3.3298,0.0578,-0.0273,0.2368,0.0134,0.1528,0.0145,0.089,0.0289,0.6048,-0.0527,2.3286,1.438,2.4653,0.1473,1.8319,-0.0449,0.5721,-0.0567,0.0319,0.0317,0.0181,0.3622,0.0777,-0.1257,0.31,-0.1291,0.064,-0.111,-0.163,-0.1631,0.2578,2.0697,1.5443,1.2404,1.5209,-0.1234,-0.0727,0.0231,1.8994,0.2416,0.7735,0.047,0.7371,1.1933,0.9643,0.0694,0.0138,Control
A05,-0.0517,-0.0558,-0.0299,-0.0843,0.1296,1.4603,-0.114,-0.0837,-0.1839,0.2745,-0.0096,-0.0259,3.1294,1.1005,0.0753,0.4599,-0.0715,-0.0291,0.5401,0.0174,-0.037,0.2261,-0.0384,0.1412,-0.063,-0.0357,1.5986,0.1897,0.8781,2.2998,2.5246,0.7657,3.3307,1.4126,0.2537,3.5296,1.1502,3.784,2.4677,0.5731,1.2053,1.5884,2.4616,0.9234,2.5696,-0.0203,2.1709,2.2744,0.8229,2.205,2.6261,1.8699,0.0908,0.0086,-0.0852,0.0111,0.1769,-0.0549,0.138,-0.0586,-0.067,-0.0115,0.0027,1.5652,-0.0521,0.5161,2.0442,-0.0657,0.1308,-0.1356,0.1204,-0.0086,3.1778,0.0436,-0.0203,0.4936,0.0854,0.3513,-0.0221,0.003,0.0127,0.6838,-0.0422,2.2083,1.9778,2.5304,0.3035,1.9817,-0.0366,0.7668,-0.081,-0.0166,0.0627,0.0623,0.5319,0.1622,-0.1184,0.4299,-0.0914,0.0499,-0.1335,-0.1344,-0.0251,0.4273,1.4991,1.816,0.9802,1.1566,-0.1336,-0.0733,0.0394,1.3903,0.2137,1.1321,0.0018,0.9059,0.9898,1.0813,0.1404,0.0481,Control
A06,-0.0569,-0.0998,-0.0381,-0.1218,0.0132,1.2012,0.0584,-0.1332,-0.1271,0.1216,-0.0097,-0.1724,2.9571,0.8875,0.0654,0.2893,-0.0466,0.0271,0.4179,-0.0881,-0.0627,0.1428,-0.0842,0.0812,-0.097,-0.1029,1.508,0.2378,0.8345,1.9422,2.406,0.6325,3.1875,1.5093,0.1825,3.3593,0.2693,3.5927,2.3427,0.4794,0.8925,1.3064,2.3258,1.1302,2.2539,0.0912,1.9944,2.3146,0.6964,2.008,2.4693,1.5703,-0.0251,-0.071,-0.2553,-0.1232,0.212,-0.0951,0.0978,0.0261,-0.1365,0.0359,-0.0166,1.1971,0.0066,0.4734,1.7947,-0.0768,0.1057,-0.1391,0.0717,0.0279,2.8826,0.031,-0.0305,0.3719,0.0473,0.0964,-0.0331,-0.0219,0.0297,0.3119,-0.0619,2.1391,1.3069,2.3355,0.432,1.8196,-0.0101,0.3731,-0.084,-0.0314,0.0954,-0.1057,0.3287,0.0355,-0.1674,0.3661,-0.1405,0.0524,-0.1769,-0.1247,-0.2475,0.2006,1.4059,1.6757,0.9541,0.9341,-0.1607,-0.0915,-0.055,1.3944,0.1887,1.184,0.0655,0.4816,0.9253,0.9806,0.0883,-0.0054,Control
A07,-0.1035,-0.1201,-0.0743,-0.0792,0.0121,1.398,-0.0427,-0.1355,-0.1043,0.0699,-0.1125,-0.0861,3.3545,1.2209,0.2814,0.5029,-0.0591,0.0059,0.2993,-0.0227,-0.1034,0.1996,-0.006,0.1387,-0.0829,-0.1564,1.6066,0.2656,1.0185,1.8919,2.2993,0.7661,2.8594,1.3639,0.0756,3.3186,0.2407,3.4613,2.3214,0.3589,0.8816,1.4909,2.1122,1.1863,2.7415,0.0316,2.1767,1.8592,0.7783,2.4902,2.3566,1.8871,0.0629,-0.0738,-0.177,-0.0257,0.2226,-0.0918,0.212,0.003,-0.1025,0.0155,-0.0054,1.2493,-0.0211,0.549,2.1193,-0.1387,0.1469,-0.159,0.0771,-0.0016,3.4253,0.1038,0.0237,0.3314,0.0524,0.2527,-0.1108,-0.0034,-0.0248,0.3811,-0.037,2.3402,1.2608,2.3707,0.309,2.0094,0.0087,0.4838,-0.0193,-0.0586,0.0327,-0.0369,0.2582,-0.05,-0.1543,0.4853,-0.1753,0.0355,-0.2349,-0.0998,-0.1318,0.1714,1.6995,1.6541,1.1649,1.0758,-0.1784,-0.087,-0.039,1.7264,0.2877,1.2271,0.0303,0.5814,1.2645,1.2882,0.0929,-0.0494,Control
A08,-0.0878,-0.1353,-0.0243,-0.0509,-0.0032,1.4689,-0.0334,-0.1037,-0.2927,-0.0547,-0.0065,-0.338,2.8901,0.9545,0.0891,0.4471,-0.0931,-0.0291,0.4545,0.075,-0.1037,0.0827,-0.0925,0.1323,-0.1292,-0.2664,1.7926,0.3475,1.1029,1.5099,1.9586,0.401,2.6,1.2623,0.1471,2.8904,0.2157,3.2931,2.3836,0.4545,0.8275,1.2799,1.929,1.6648,3.0939,-0.0205,2.21,1.5443,0.7522,2.3245,2.0667,1.6837,0.0558,-0.0339,-0.19,-0.1377,0.3434,-0.094,0.3111,0.037,-0.153,-0.1506,0.0175,0.9868,-0.0852,0.4372,2.0131,-0.1084,0.2199,-0.1224,0.1107,-0.0634,3.5552,-0.0152,0.0487,0.2597,-0.0024,0.0613,-0.0341,-0.0729,-0.1234,0.2092,-0.1104,2.2459,0.8065,1.9905,0.517,1.7565,-0.0582,0.1768,-0.0924,-0.0479,0.0981,-0.2481,0.3029,-0.0865,-0.1218,0.367,-0.1696,0.0345,-0.0555,-0.1829,-0.2496,0.0598,1.6052,1.4489,1.3874,0.855,-0.1517,-0.1022,-0.0743,2.1012,0.191,0.9739,0.0374,0.6358,1.2683,1.1791,0.024,-0.0656,Control
A09,-0.0893,-0.0809,-0.0528,-0.1413,0.0073,1.6227,0.0252,-0.103,-0.1875,0.2755,-0.1014,-0.1171,3.1564,1.0135,0.2439,0.3631,-0.0652,0.0425,0.2322,-0.0194,-0.0329,0.1522,-0.0608,0.1429,-0.0811,-0.093,1.6722,0.3273,1.134,1.4803,1.9645,0.3074,2.8203,1.109,0.1972,3.0509,0.2228,3.6744,2.3213,0.2869,0.8318,1.4187,2.2785,1.3439,2.8372,-0.0072,2.0957,1.6578,0.622,2.6012,2.3276,1.9831,0.0406,-0.0171,-0.2231,-0.0552,0.0835,-0.1085,0.1698,-0.0407,-0.0888,0.0182,0.0682,1.2468,-0.0231,0.5965,2.06,0.0138,0.1856,-0.1455,0.0568,0.0513,3.4935,0.0558,0.0209,0.2685,-0.0031,0.1674,-0.0858,0.0567,0.0374,0.4257,-0.0796,2.2026,1.5628,2.2712,0.3241,2.0233,0.0156,0.5468,-0.0209,0.2219,0.1378,-0.082,0.5718,0.0016,-0.1527,0.3228,-0.1361,0.0378,-0.128,-0.1145,-0.0678,0.2389,1.8728,1.6131,1.3904,1.2647,-0.142,-0.0734,-0.0663,1.8492,0.3199,0.9946,0.0403,0.3478,1.1211,1.0391,0.1051,0.0059,Control
A10,-0.0854,-0.1109,-0.0414,-0.043,0.0946,1.7032,0.0615,-0.0845,-0.1745,0.1074,-0.072,-0.1384,3.6508,0.9645,0.0704,0.472,-0.0759,-0.0175,0.2694,0.0426,-0.0579,0.1941,-0.0397,0.1962,-0.0899,-0.1773,1.5744,0.5632,1.0633,1.8458,2.3878,0.3703,2.9707,1.21,0.1049,3.2873,1.1195,3.7184,2.5081,0.3549,1.0294,1.2675,2.2101,0.9891,2.9398,-0.0325,2.3107,2.0385,0.7986,2.7505,2.3465,1.949,0.0123,-6e-04,-0.1182,-0.0646,0.095,-0.0783,0.3564,-0.0358,-0.0849,0.0056,0.0099,1.3405,-0.0173,0.4903,1.9358,-0.0698,0.1601,-0.096,0.1346,-0.0058,3.6895,0.0261,-0.0236,0.2848,0.028,0.1686,-0.036,-0.0376,-0.0151,0.4796,-0.0473,2.1648,1.8511,2.1813,0.3418,1.7865,-0.0807,0.6372,0.053,0.0352,0.057,-0.0518,0.8072,0.0092,-0.1229,0.3848,-0.1452,-0.0121,-0.1816,-0.1653,-0.0705,0.2642,2.1386,1.4859,1.335,1.8472,-0.1373,-0.0813,0.0021,1.5323,0.3404,1.2395,0.0346,0.5789,0.9831,1.3658,0.0537,0.0315,Control
