@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10333 numeric
@attribute 107 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 1636 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23236 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 355 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 356 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3654 numeric
@attribute 3725 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4843 numeric
@attribute 5054 numeric
@attribute 51135 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54106 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 55844 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5970 numeric
@attribute 624 numeric
@attribute 6300 numeric
@attribute 6347 numeric
@attribute 6348 numeric
@attribute 6352 numeric
@attribute 6416 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 712 numeric
@attribute 7124 numeric
@attribute 713 numeric
@attribute 7132 numeric
@attribute 714 numeric
@attribute 718 numeric
@attribute 7189 numeric
@attribute 811 numeric
@attribute 841 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8772 numeric
@attribute 8837 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,1.7164,-0.0192,1.5306,1.4426,0.4404,0.0717,0.6045,0.8246,0.4303,2.8983,1.3891,0.0585,1.2713,0.0556,0.7272,1.6236,0.0476,0.6216,0.7364,-0.079,0.7344,2.1285,1.3647,1.2288,1.1434,1.5545,-0.0747,0.3703,0.0682,2.3769,0.0395,0.0496,-0.0509,0.6257,1.3192,1.2685,0.8226,1.4781,1.6889,2.2235,-0.0259,0.16,2.0121,1.6169,1.5303,1.3241,1.8391,1.4782,0.1982,1.7084,0.577,-0.0589,0.2765,1.7155,0.8995,1.3778,1.0466,1.0722,0.0265,-0.1084,1.2909,1.7309,1.0783,1.4021,-0.0276,1.121,-0.0344,0.9875,1.4148,-0.032,-0.1615,0.2437,0.6241,2.2208,0.7285,2.0162,0.063,0.0717,1.338,1.8205,1.9375,2.4406,-0.0361,0.4095,0.037,1.2525,-0.1855,-0.0146,0.8106,2.0077,1.465,0.1026,0.3441,0.8721,1.7865,2.2816,2.164,2.3141,0.7787,-0.0985,Control
Utah__A02,0.3429,1.6178,0.0821,1.317,1.1508,0.4349,0.0078,0.5571,0.607,0.2262,1.0191,1.0974,-0.0059,1.2539,0.0367,0.7901,1.6473,-0.0341,0.1857,0.5947,-0.2148,1.6345,2.0411,1.3784,1.1813,0.9151,0.7205,0.0465,0.5088,-0.0126,0.4785,-0.0722,0.0278,-0.052,0.5548,0.8029,0.9556,0.5356,1.747,1.279,2.0678,0.0249,0.016,1.6504,1.3286,1.3861,1.0956,2.0614,1.1561,0.1599,1.6702,0.4872,-0.0815,0.2545,1.5576,0.6984,1.1745,0.8005,0.7757,0.087,0.0285,0.9315,1.6299,1.0214,0.9672,-0.0188,0.983,0.0192,0.9234,1.23,-0.0594,-0.0835,-0.0744,0.3565,2.5789,0.4813,2.0252,0.0756,0.0059,1.203,1.3679,1.5387,2.4631,0.2377,0.4322,0.2535,1.1877,0.0541,0.0635,0.7424,2.1472,1.1745,0.1135,0.3329,0.7017,1.5898,1.9895,1.8639,2.276,0.4601,-0.1045,Control
Utah__A03,0.3568,1.6152,0.0731,1.5532,1.3711,0.4914,0.0485,0.6699,0.7634,0.3007,2.3465,1.5442,0.1377,1.4944,0.0398,0.9144,1.7222,0.0372,0.4253,0.7013,-0.2692,2.2035,2.0254,1.5679,1.7863,1.0536,0.8663,-0.0546,0.7048,-0.024,0.9033,0.1952,0.0514,0.0619,0.6877,1.2073,1.1458,0.7217,1.9692,1.4481,2.7745,-0.016,0.0955,1.9073,1.4291,1.4305,1.2641,2.1951,1.3011,0.2603,2.0238,0.7102,-0.1083,0.3278,1.7575,0.9294,1.364,0.9466,1.0053,0.179,-0.0352,1.0571,1.8758,1.0584,1.211,0.0192,1.1034,-0.0146,0.9564,1.459,-0.0823,-0.0697,0.1357,0.5597,2.6626,0.6279,2.2099,0.1594,0.0396,1.378,1.5703,1.9723,2.8054,0.6752,0.5375,0.6222,1.399,0.1958,0.1874,0.9056,2.3951,1.4136,0.2773,0.358,0.7949,1.8538,1.9398,1.726,2.3253,0.6678,-0.1087,Control
Utah__A04,0.4955,1.4472,0.0545,1.0954,1.2559,0.4179,0.122,0.6114,0.6935,0.1828,1.5126,1.3239,0.117,1.2238,0.0206,0.8831,1.7702,-0.0102,0.2721,0.6584,-0.2096,0.6827,1.8933,1.0777,1.1168,0.9388,0.4163,0.0852,0.4199,0.0645,0.7419,-0.0464,0.2051,-0.0711,0.6186,1.3091,1.0123,0.6842,1.8283,1.4307,2.2888,-0.0311,0.1319,1.4808,1.383,1.3728,1.2342,2.1245,1.4673,0.2795,1.6228,0.5036,-0.0722,0.2191,1.7134,0.613,1.3892,0.6769,0.832,0.0856,3e-04,0.8824,1.7145,1.0435,0.9665,0.1305,1.064,-0.0052,1.0754,1.4617,-0.0897,0.0483,-0.0331,0.3404,2.3372,0.5001,2.16,0.0673,0.1117,1.2382,1.6568,1.4205,2.264,0.1145,0.3432,0.1105,1.102,-0.042,-0.0217,0.7685,2.277,1.297,0.0439,0.3611,0.7321,1.5957,1.9869,1.8071,2.3006,0.7131,-0.0785,Control
Utah__A05,0.4795,1.9942,0.0309,1.4575,1.5137,0.5922,0.0443,0.7362,0.7698,0.4625,1.9653,1.5325,0.1931,1.7829,0.0468,1.0479,1.7758,-0.0045,0.4482,0.6793,-0.1085,0.6381,2.31,1.5432,1.3299,1.0568,0.6999,0.0464,0.4669,0.0647,0.8423,0.0633,0.1003,-0.0381,0.8184,1.2428,1.1842,0.6578,2.0997,1.5153,2.4787,0.0087,0.2921,1.7397,1.5208,1.8135,1.3448,2.1197,1.3057,0.3911,1.8707,0.8193,-0.0609,0.2494,1.7923,0.8986,1.5247,0.8498,0.942,0.0567,-0.0235,1.0366,1.9408,1.1978,1.1192,0.0999,1.1345,-0.0161,0.9611,1.5159,-0.1055,0.0263,0.0707,0.4882,2.4641,0.5851,2.5111,0.0423,0.0054,1.3004,1.6985,2.0974,2.9743,0.5649,0.365,0.3764,1.3902,0.1109,0.1125,0.825,2.2769,1.3513,0.1894,0.5943,0.9607,1.7423,1.5613,1.5181,1.9004,0.7498,-0.0983,Control
Utah__A06,0.4153,1.7934,0.0369,1.4051,1.2007,0.4394,-0.0945,0.6349,0.7165,0.3563,3.1061,1.4078,0.0202,1.4557,0.0662,0.8297,1.6727,0.0177,0.3223,0.5895,-0.1587,0.0789,2.2008,1.4135,1.1995,0.9679,0.7341,0.1405,0.5095,-0.0902,1.2326,0.0319,0.0585,-5e-04,0.6275,0.8136,1.1364,0.6253,1.7849,1.3528,2.4894,-0.0127,0.1002,1.6493,1.4163,1.4187,1.2303,1.9994,1.3466,0.1824,1.742,0.6236,-0.0817,0.327,1.5924,0.7092,1.3574,0.7526,0.8248,0.0798,-0.0028,1.047,1.8446,0.9874,1.1521,-0.0898,0.9999,-0.0265,0.8385,1.312,-0.0566,-0.1287,0.1788,0.2385,2.1427,0.575,2.0528,0.0753,0.0395,1.2619,1.6303,1.8641,3.0746,0.1919,0.4132,0.1533,1.2785,-0.0628,0.0597,0.7493,2.0773,1.2326,0.1109,0.3083,0.8172,1.6131,1.5105,1.4556,1.709,0.7031,-0.1287,Control
Utah__A07,0.7253,1.8524,0.0671,1.4813,1.592,0.5045,-0.0409,0.5857,0.7237,0.8391,2.7089,1.3584,0.049,1.4363,0.0378,0.9487,1.7805,-0.0274,0.8825,0.6729,-0.0262,0.9899,2.2185,1.3774,1.1282,1.1316,1.2177,0.0103,0.5964,0.2398,0.9668,0.0802,-0.01,-0.0347,0.6122,1.2402,1.3702,0.7816,1.7324,1.6808,1.9854,-0.0541,0.0796,1.9387,1.6368,1.5148,1.2868,1.974,1.6128,0.1921,1.7855,0.642,-0.0893,0.3888,1.7671,1.0184,1.4047,0.9224,1.128,0.156,0.0173,1.1612,1.882,0.9702,1.3691,-0.077,1.0948,-0.0107,0.9238,1.2303,-0.1027,-0.1294,-0.0367,0.6065,2.2723,0.7805,2.0773,0.0633,-0.043,1.579,1.9951,2.2541,2.6805,0.164,0.4675,0.2258,1.4729,-0.0144,-0.0153,0.9049,2.0365,1.4514,0.2134,0.3113,0.9145,1.8573,1.8185,1.7176,2.038,1.1256,-0.1373,Control
Utah__A08,1.0592,1.6742,0.0084,1.3335,1.6309,0.4542,0.0144,0.5257,0.7148,0.6234,1.6836,1.3062,0.0099,1.0425,-0.0073,0.8193,1.4616,-0.0085,1.0342,0.6935,-0.2548,0.8299,1.8401,1.3456,1.1547,1.1825,0.4423,-0.0891,0.5226,0.1354,0.8097,0.0187,-0.0035,-0.038,0.5236,0.8862,1.4384,1.0076,1.5837,1.8517,1.9135,0.0139,0.0451,1.8407,1.8021,1.5358,1.3083,2.0798,1.7107,0.159,1.7589,0.4185,-0.0928,0.391,1.6601,0.776,1.2389,1.0304,1.3113,0.224,-0.078,1.2591,1.9122,0.9939,1.4969,-0.0922,1.2356,-0.0431,0.7799,1.2164,0.0036,-0.107,0.1412,0.6084,1.8447,0.967,1.7626,0.0473,0.0996,1.604,2.234,1.7506,2.0962,0.0683,0.2445,0.0505,1.1343,-0.0393,0.1905,0.8033,1.8498,1.533,0.2596,0.1506,0.5589,1.8989,1.694,1.7898,1.9365,1.5141,-0.1014,Control
Utah__A09,0.7398,1.6677,0.0396,1.4215,1.435,0.4932,0.0235,0.5517,0.6732,0.7121,2.2224,1.3303,-0.0023,1.2229,-0.0253,0.8051,1.6031,-0.008,0.861,0.6166,-0.0616,0.813,1.9492,1.2777,1.2423,1.0308,0.5926,-0.0058,0.3699,0.1209,0.7556,0.1634,0.1572,-0.0703,0.5653,0.9959,1.3274,0.8599,1.5714,1.6,2.2018,0.0433,0.1423,1.8071,1.4941,1.4418,1.2311,1.9891,1.5301,0.1611,1.6492,0.5998,-0.0597,0.2851,1.6468,0.8055,1.3511,0.9078,1.043,0.0787,-0.03,1.2414,1.8315,0.99,1.3676,-0.0205,0.9917,-0.0155,0.8347,1.304,-0.0502,-0.0855,0.0365,0.4666,2.5296,0.7254,2.061,0.0666,0.0242,1.4083,1.8341,1.8838,2.5342,0.0925,0.3484,0.1252,1.1571,0.0857,0.0555,0.7418,2.1404,1.2306,0.1167,0.2373,0.7888,1.6491,2.0494,1.7943,2.2663,0.9382,-0.097,Control
Utah__A10,0.7924,2.0583,-0.0054,1.4407,1.7367,0.4472,0.0157,0.5517,0.7126,0.9357,3.187,1.3987,0.1123,1.2406,0.1148,0.8443,1.7231,0.1538,0.8051,0.7025,-0.0787,1.5987,2.2227,1.3818,1.4522,1.1319,1.4944,0.0167,0.6383,-0.076,1.1064,0.1564,0.0227,-0.0612,0.6289,1.3751,1.3434,0.8622,1.7444,1.6339,2.1342,0.0015,0.1588,1.7708,1.743,1.7142,1.2585,2.143,1.6455,0.2578,1.7309,0.5409,-0.0569,0.2604,1.7121,0.7537,1.3126,0.9263,1.2037,0.3191,-0.041,1.1841,1.9225,0.9237,1.2269,-0.0018,1.1887,-6e-04,0.996,1.2969,-0.0532,0.0165,0.2383,0.45,2.8409,0.8418,2.1105,0.0925,0.0419,1.6761,2.0411,2.5528,2.7952,0.109,0.4505,0.1093,1.3434,-0.0592,0.0677,0.9223,2.0103,1.3767,0.3257,0.38,0.712,2.0075,2.072,1.874,2.2669,0.9822,-0.0782,Control
