@relation data

@attribute id string
@attribute 10568 numeric
@attribute 113235 numeric
@attribute 115019 numeric
@attribute 1181 numeric
@attribute 140803 numeric
@attribute 1811 numeric
@attribute 23439 numeric
@attribute 2495 numeric
@attribute 2512 numeric
@attribute 261729 numeric
@attribute 26872 numeric
@attribute 30061 numeric
@attribute 3162 numeric
@attribute 3163 numeric
@attribute 340024 numeric
@attribute 4490 numeric
@attribute 4493 numeric
@attribute 4494 numeric
@attribute 4495 numeric
@attribute 4496 numeric
@attribute 4499 numeric
@attribute 4501 numeric
@attribute 4502 numeric
@attribute 475 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 4891 numeric
@attribute 490 numeric
@attribute 538 numeric
@attribute 54822 numeric
@attribute 55503 numeric
@attribute 55630 numeric
@attribute 65010 numeric
@attribute 6523 numeric
@attribute 6546 numeric
@attribute 6550 numeric
@attribute 6556 numeric
@attribute 7018 numeric
@attribute 7421 numeric
@attribute 7779 numeric
@attribute 795 numeric
@attribute 94033 numeric
@attribute 9843 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-7e-04,0.1718,-0.1425,0.0878,0.0283,-0.0786,-0.1192,2.562,1.3885,-0.0871,-0.1519,1.5847,1.293,0.7467,0.0643,0.3046,-0.0554,0.7615,0.4786,0.2291,-0.0789,0.3284,-0.0206,0.672,1.9205,-0.0116,0.1534,-0.0591,0.2629,0.0986,0.597,0.155,1.0038,2.2613,1.0159,1.6971,-0.0477,0.1544,0.4725,-0.0673,0.5013,-0.0767,1.3476,-0.1205,0.4823,0.8011,-0.0608,-0.1757,-0.0983,Control
Utah__A02,0.0495,0.1404,-0.1089,0.1202,-0.048,-0.0222,-0.0901,1.5441,1.3564,-0.0767,-0.094,1.3435,1.3344,0.6019,0.1776,0.3386,-0.154,0.3701,0.4779,0.4364,-0.0207,0.0114,0.1693,0.572,1.7199,0.0139,0.1559,-0.0327,0.1925,0.0632,0.4026,0.0919,0.7633,1.8705,0.7194,1.3436,-0.0255,0.2302,0.4075,-0.128,0.4411,0.0602,1.1895,-0.0602,0.2794,0.7875,-0.0836,-0.2989,-0.128,Control
Utah__A03,0.009,0.1594,-0.0872,0.1414,-0.0473,-0.0287,-0.1908,2.7522,1.7223,-0.0633,-0.0753,1.2258,2.0173,0.7267,0.152,0.3177,0.1774,0.5775,0.6551,0.3966,0.1065,0.5067,0.7882,0.7947,1.7266,0.0187,0.2921,-0.1619,0.4242,0.1425,0.6436,0.2697,0.8654,2.2847,0.8963,1.5715,-0.0437,0.1758,0.5849,-0.1169,0.7211,0.0318,1.5577,-0.0727,0.5146,0.9903,0.0042,-0.1234,-0.1518,Control
Utah__A04,1e-04,0.0523,-0.0752,0.1493,-0.0283,-0.0236,-0.0747,1.8768,1.3609,-0.079,0.0152,1.4833,1.5531,0.5334,0.1138,0.1336,0.1217,0.4582,0.5718,0.0731,0.1029,0.0814,0.2625,0.6862,1.8895,3e-04,0.1544,-0.1366,0.1735,0.088,0.4198,0.1591,0.69,2.1022,0.6215,1.3783,-0.0788,0.2547,0.4187,-0.1137,0.3564,0.1014,1.2713,-0.0906,0.252,0.7275,-0.0576,0.0959,-0.1184,Control
Utah__A05,-0.0444,0.1491,-0.1155,0.1198,0.0148,-0.0662,-0.0958,2.2665,1.701,-0.0795,0.0121,1.5451,1.8063,0.7026,0.1281,0.2244,0.1278,0.6335,0.5466,0.2378,0.027,0.3505,0.4557,0.7782,1.7567,0.021,0.1267,-0.1154,0.3592,0.0317,0.4479,0.1088,0.8662,2.2919,0.8381,1.4963,-0.0536,0.2605,0.6141,-0.0663,0.6528,-2e-04,1.7927,-0.0618,0.5542,1.1282,0.0533,-0.0637,-0.0899,Control
Utah__A06,-0.0112,0.1575,-0.1473,0.087,-0.0637,-0.0672,-0.1137,2.9857,1.699,-0.0997,0.0396,1.5573,1.8609,0.5995,0.0636,0.1764,-0.1648,0.4564,0.3625,0.2622,-0.0565,0.3924,0.3886,0.7999,1.7363,-0.0166,0.0378,-0.1235,0.2216,-0.0092,0.5724,0.0847,0.71,2.2189,0.828,1.4403,0.0126,0.1355,0.5556,-0.0978,0.4262,-0.0082,1.8244,-0.0416,0.4241,0.9713,-0.1047,-0.2089,-0.1152,Control
Utah__A07,-0.0012,0.1731,-0.0845,0.1347,-0.0971,-0.0274,-0.1465,2.5656,1.1635,-0.0955,-0.0656,1.5714,1.6472,0.6622,0.1387,0.1332,-0.026,0.4425,0.5941,0.2618,-0.0363,0.0083,0.1464,0.7892,1.8629,0.0114,0.0533,-0.0133,0.2765,-0.0429,0.6683,0.1108,0.9262,2.3984,0.9267,1.5377,-0.0351,0.2431,0.487,-0.1464,1.147,0.0747,1.5784,-0.0281,0.4408,1.0247,-0.0906,-0.228,-0.1212,Control
Utah__A08,-0.0671,0.1266,-0.1323,0.1149,-0.045,-0.0558,-0.1142,2.1847,1.0573,-0.1089,-0.0683,1.4409,1.4391,0.7029,0.0985,0.2201,0.0837,0.4707,0.3162,0.2899,-0.0326,0.3742,0.2264,0.7387,1.9917,0.0111,0.0971,-0.1926,0.2474,0.1049,0.6405,0.193,0.9476,2.4013,1.0222,1.6546,-0.1134,0.1839,0.3715,-0.1207,1.1858,-0.0883,1.246,-0.0696,0.3853,0.6347,-0.0666,-0.1682,-0.1328,Control
Utah__A09,0.0292,0.1492,-0.0692,0.0873,-0.0844,-0.0944,-0.1264,2.4833,1.0198,-0.0723,-0.0507,1.5854,1.5872,0.6633,0.1879,0.2337,0.0436,0.514,0.3759,0.2012,0.1428,0.1238,0.1114,0.7413,1.8483,0.0178,0.0442,-0.0708,0.1608,-0.06,0.5272,0.2189,0.8671,2.4454,0.8585,1.5703,0.0023,0.2003,0.3959,-0.0856,1.0106,0.0157,1.4139,-0.0313,0.4209,0.6517,-0.1309,-0.1486,-0.1283,Control
Utah__A10,-0.0642,0.0698,-0.1424,0.0747,-0.0694,-0.0676,-0.1005,2.3262,1.0438,-0.0775,0.0186,1.6152,1.4354,0.7608,0.0949,0.2723,-0.106,0.5378,0.3862,0.2364,0.0484,0.1028,0.2489,0.8202,1.808,-0.0321,0.1625,-0.1426,0.2457,0.0287,0.8139,0.1483,0.9074,2.1782,0.8701,1.5393,-0.0989,0.259,0.4709,-0.1082,1.0871,-0.0236,1.6475,-0.0795,0.3709,0.9627,-0.1399,-0.2273,-0.1106,Control
