# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	51.0
Number instances predicted as [BRCACancer] correctly	24.0
Number instances predicted as [BRCACancer] incorrectly	27.0
Number instances predicted as [Control]	32.0
Number instances predicted as [Control] correctly	17.0
Number instances predicted as [Control] incorrectly	15.0
Proportion instances predicted as [BRCACancer]	0.61445783
Proportion instances predicted as [BRCACancer] correctly	0.47058824
Proportion instances predicted as [BRCACancer] incorrectly	0.52941176
Proportion instances predicted as [Control]	0.38554217
Proportion instances predicted as [Control] correctly	0.53125
Proportion instances predicted as [Control] incorrectly	0.46875
Number [BRCACancer] instances predicted correctly	24.0
Number [BRCACancer] instances predicted incorrectly	15.0
Number [Control] instances predicted correctly	17.0
Number [Control] instances predicted incorrectly	27.0
Proportion [BRCACancer] instances predicted correctly	0.61538462
Proportion [BRCACancer] instances predicted incorrectly	0.38461538
Proportion [Control] instances predicted correctly	0.38636364
Proportion [Control] instances predicted incorrectly	0.61363636
