# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.62541806
Weighted average F-Measure	0.49811676
Weighted average true positive rate	0.63888889
Weighted average false positive rate	0.63888889
Weighted average sensitivity (recall)	0.63888889
Total number correct	23
Total number incorrect	13
Accuracy	0.63888889
Error rate	0.36111111
Error rate expected by chance	0.36111111
Improvement over error rate expected by chance	0.0
Kappa statistic	0.0
Mean absolute error	0.4382166
Mean prior absolute error	0.46345029
Root mean squared error	0.47511045
Root mean prior squared error	0.4803783
Relative absolute error (%)	94.55525416
Root relative squared error (%)	98.90339446
Kononenko & Bratko information score (bits)	2.01445168
Kononenko & Bratko information score (bits / instance)	0.05595699
Kononenko & Bratko relative information score (%)	212.16993064
Class complexity - order (bits)	33.97563898
Class complexity - order (bits / instance)	0.94376775
Class complexity - scheme (bits)	33.40202104
Class complexity - scheme (bits / instance)	0.92783392
Complexity improvement (bits)	0.57361794
Complexity improvement (bits / instance)	0.01593383
