# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.81333333
Weighted average F-Measure	0.8
Weighted average true positive rate	0.8
Weighted average false positive rate	0.33333333
Weighted average sensitivity (recall)	0.8
Total number correct	16
Total number incorrect	4
Accuracy	0.8
Error rate	0.2
Error rate expected by chance	0.25
Improvement over error rate expected by chance	0.05
Kappa statistic	0.46666667
Mean absolute error	0.25241654
Mean prior absolute error	0.38636364
Root mean squared error	0.35386089
Root mean prior squared error	0.43360873
Relative absolute error (%)	65.33134048
Root relative squared error (%)	81.60834004
Kononenko & Bratko information score (bits)	5.45953333
Kononenko & Bratko information score (bits / instance)	0.27297667
Kononenko & Bratko relative information score (%)	645.83039958
Class complexity - order (bits)	16.26381987
Class complexity - order (bits / instance)	0.81319099
Class complexity - scheme (bits)	12.22085982
Class complexity - scheme (bits / instance)	0.61104299
Complexity improvement (bits)	4.04296005
Complexity improvement (bits / instance)	0.202148
