# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.49498328
Weighted average F-Measure	0.51452991
Weighted average true positive rate	0.55555556
Weighted average false positive rate	0.61910071
Weighted average sensitivity (recall)	0.55555556
Total number correct	21
Total number incorrect	15
Accuracy	0.58333333
Error rate	0.41666667
Error rate expected by chance	0.36111111
Improvement over error rate expected by chance	-0.05555556
Kappa statistic	-0.07063197
Mean absolute error	0.47014235
Mean prior absolute error	0.46345029
Root mean squared error	0.50020359
Root mean prior squared error	0.4803783
Relative absolute error (%)	101.44396555
Root relative squared error (%)	104.12701686
Kononenko & Bratko information score (bits)	-1.2827176
Kononenko & Bratko information score (bits / instance)	-0.03563104
Kononenko & Bratko relative information score (%)	-135.10083501
Class complexity - order (bits)	33.97563898
Class complexity - order (bits / instance)	0.94376775
Class complexity - scheme (bits)	36.43680808
Class complexity - scheme (bits / instance)	1.01213356
Complexity improvement (bits)	-2.4611691
Complexity improvement (bits / instance)	-0.06836581
