# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	24.0
Number instances predicted as [BRCACancer] correctly	7.0
Number instances predicted as [BRCACancer] incorrectly	17.0
Number instances predicted as [Control]	100.0
Number instances predicted as [Control] correctly	68.0
Number instances predicted as [Control] incorrectly	32.0
Proportion instances predicted as [BRCACancer]	0.19354839
Proportion instances predicted as [BRCACancer] correctly	0.29166667
Proportion instances predicted as [BRCACancer] incorrectly	0.70833333
Proportion instances predicted as [Control]	0.80645161
Proportion instances predicted as [Control] correctly	0.68
Proportion instances predicted as [Control] incorrectly	0.32
Number [BRCACancer] instances predicted correctly	7.0
Number [BRCACancer] instances predicted incorrectly	32.0
Number [Control] instances predicted correctly	68.0
Number [Control] instances predicted incorrectly	17.0
Proportion [BRCACancer] instances predicted correctly	0.17948718
Proportion [BRCACancer] instances predicted incorrectly	0.82051282
Proportion [Control] instances predicted correctly	0.8
Proportion [Control] instances predicted incorrectly	0.2
