# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.57248677
Weighted average F-Measure	0.68372624
Weighted average true positive rate	0.65384615
Weighted average false positive rate	0.48876679
Weighted average sensitivity (recall)	0.65384615
Total number correct	52
Total number incorrect	26
Accuracy	0.66666667
Error rate	0.33333333
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.14102564
Kappa statistic	0.12903226
Mean absolute error	0.46769506
Mean prior absolute error	0.31538462
Root mean squared error	0.48283868
Root mean prior squared error	0.39418855
Relative absolute error (%)	148.29355494
Root relative squared error (%)	122.48927071
Kononenko & Bratko information score (bits)	-52.81058866
Kononenko & Bratko information score (bits / instance)	-0.67705883
Kononenko & Bratko relative information score (%)	-7315.21449836
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	74.08349595
Class complexity - scheme (bits / instance)	0.94978841
Complexity improvement (bits)	-18.97310455
Complexity improvement (bits / instance)	-0.24324493
