# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.34179894
Weighted average F-Measure	0.46206642
Weighted average true positive rate	0.41025641
Weighted average false positive rate	0.4959707
Weighted average sensitivity (recall)	0.41025641
Total number correct	31
Total number incorrect	47
Accuracy	0.3974359
Error rate	0.6025641
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.41025641
Kappa statistic	-0.04728546
Mean absolute error	0.50815972
Mean prior absolute error	0.31538462
Root mean squared error	0.514951
Root mean prior squared error	0.39418855
Relative absolute error (%)	161.12381441
Root relative squared error (%)	130.63570562
Kononenko & Bratko information score (bits)	-63.8413204
Kononenko & Bratko information score (bits / instance)	-0.81847847
Kononenko & Bratko relative information score (%)	-8843.16884898
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	81.43107836
Class complexity - scheme (bits / instance)	1.04398818
Complexity improvement (bits)	-26.32068696
Complexity improvement (bits / instance)	-0.3374447
