# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	35.0
Number instances predicted as [BRCACancer] correctly	24.0
Number instances predicted as [BRCACancer] incorrectly	11.0
Number instances predicted as [Control]	48.0
Number instances predicted as [Control] correctly	33.0
Number instances predicted as [Control] incorrectly	15.0
Proportion instances predicted as [BRCACancer]	0.42168675
Proportion instances predicted as [BRCACancer] correctly	0.68571429
Proportion instances predicted as [BRCACancer] incorrectly	0.31428571
Proportion instances predicted as [Control]	0.57831325
Proportion instances predicted as [Control] correctly	0.6875
Proportion instances predicted as [Control] incorrectly	0.3125
Number [BRCACancer] instances predicted correctly	24.0
Number [BRCACancer] instances predicted incorrectly	15.0
Number [Control] instances predicted correctly	33.0
Number [Control] instances predicted incorrectly	11.0
Proportion [BRCACancer] instances predicted correctly	0.61538462
Proportion [BRCACancer] instances predicted incorrectly	0.38461538
Proportion [Control] instances predicted correctly	0.75
Proportion [Control] instances predicted incorrectly	0.25
