# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	31.0
Number instances predicted as [BRCACancer] correctly	7.0
Number instances predicted as [BRCACancer] incorrectly	24.0
Number instances predicted as [Control]	46.0
Number instances predicted as [Control] correctly	40.0
Number instances predicted as [Control] incorrectly	6.0
Proportion instances predicted as [BRCACancer]	0.4025974
Proportion instances predicted as [BRCACancer] correctly	0.22580645
Proportion instances predicted as [BRCACancer] incorrectly	0.77419355
Proportion instances predicted as [Control]	0.5974026
Proportion instances predicted as [Control] correctly	0.86956522
Proportion instances predicted as [Control] incorrectly	0.13043478
Number [BRCACancer] instances predicted correctly	7.0
Number [BRCACancer] instances predicted incorrectly	6.0
Number [Control] instances predicted correctly	40.0
Number [Control] instances predicted incorrectly	24.0
Proportion [BRCACancer] instances predicted correctly	0.53846154
Proportion [BRCACancer] instances predicted incorrectly	0.46153846
Proportion [Control] instances predicted correctly	0.625
Proportion [Control] instances predicted incorrectly	0.375
