# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
2893	5.166666666666667
2782	7.333333333333333
81579	7.333333333333333
196883	9.166666666666666
8681	10.833333333333334
5533	11.5
57084	12.0
775	12.166666666666666
5613	12.833333333333334
5332	14.944444444444445
2906	15.222222222222221
116443	15.5
27165	16.22222222222222
5322	17.0
5566	17.166666666666668
112	17.666666666666668
6505	19.333333333333332
157	20.22222222222222
6507	20.22222222222222
3708	20.833333333333332
2904	22.22222222222222
84647	22.72222222222222
63928	26.38888888888889
773	27.666666666666668
9455	28.333333333333332
2898	31.11111111111111
5582	32.111111111111114
94235	32.77777777777778
55970	34.22222222222222
111	34.72222222222222
5321	35.77777777777778
5578	36.44444444444444
54331	36.77777777777778
2778	37.77777777777778
114	38.0
22941	38.0
64600	39.5
2776	39.5
5320	40.111111111111114
9456	41.166666666666664
5330	41.333333333333336
2915	42.44444444444444
50944	46.111111111111114
2905	47.5
5579	48.166666666666664
2891	48.888888888888886
115	49.0
2892	49.111111111111114
116444	52.55555555555556
2792	55.111111111111114
7220	58.833333333333336
2784	60.333333333333336
1742	60.5
5319	61.0
2912	61.666666666666664
5534	61.833333333333336
50487	62.55555555555556
51764	62.72222222222222
2890	64.5
5530	64.5
5595	67.5
113	68.0
85358	68.05555555555556
109	68.77777777777777
3710	69.05555555555556
2918	69.11111111111111
2786	71.83333333333333
5331	71.83333333333333
11261	71.94444444444444
5568	72.44444444444444
26279	72.77777777777777
246213	72.77777777777777
2911	73.72222222222223
2744	74.22222222222223
5532	74.22222222222223
3760	74.5
81539	74.77777777777777
776	76.27777777777777
6511	78.61111111111111
2917	79.27777777777777
2785	79.77777777777777
107	80.16666666666667
9229	80.38888888888889
2900	80.72222222222223
5338	81.11111111111111
2899	81.33333333333333
2791	81.83333333333333
2775	82.66666666666667
9454	83.61111111111111
2771	84.0
3709	84.33333333333333
23236	85.72222222222223
8398	87.66666666666667
2914	87.83333333333333
5567	89.44444444444444
108	90.27777777777777
2783	90.44444444444444
2773	91.55555555555556
6512	92.16666666666667
2901	93.61111111111111
2793	94.11111111111111
10681	94.44444444444444
59345	94.55555555555556
2903	96.0
30814	96.16666666666667
2788	96.72222222222223
2752	97.66666666666667
2902	100.33333333333333
5594	100.88888888888889
156	101.16666666666667
5337	102.05555555555556
2770	102.66666666666667
2916	102.77777777777777
6506	104.22222222222223
54407	104.27777777777777
2913	104.33333333333333
57030	106.72222222222223
10991	106.83333333333333
