# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	14.0
Number instances predicted as [BRCACancer] correctly	9.0
Number instances predicted as [BRCACancer] incorrectly	5.0
Number instances predicted as [Control]	23.0
Number instances predicted as [Control] correctly	17.0
Number instances predicted as [Control] incorrectly	6.0
Proportion instances predicted as [BRCACancer]	0.37837838
Proportion instances predicted as [BRCACancer] correctly	0.64285714
Proportion instances predicted as [BRCACancer] incorrectly	0.35714286
Proportion instances predicted as [Control]	0.62162162
Proportion instances predicted as [Control] correctly	0.73913043
Proportion instances predicted as [Control] incorrectly	0.26086957
Number [BRCACancer] instances predicted correctly	9.0
Number [BRCACancer] instances predicted incorrectly	6.0
Number [Control] instances predicted correctly	17.0
Number [Control] instances predicted incorrectly	5.0
Proportion [BRCACancer] instances predicted correctly	0.6
Proportion [BRCACancer] instances predicted incorrectly	0.4
Proportion [Control] instances predicted correctly	0.77272727
Proportion [Control] instances predicted incorrectly	0.22727273
