# Measures of classification performance for each class (dependent variable). Various ensemble-learning approaches were used for classification. See the README files for details.
Metric	Result
Number instances predicted as [BRCA]	8.0
Number instances predicted as [BRCA] correctly	8.0
Number instances predicted as [BRCA] incorrectly	0.0
Number instances predicted as [Control]	10.0
Number instances predicted as [Control] correctly	6.0
Number instances predicted as [Control] incorrectly	4.0
Proportion instances predicted as [BRCA]	0.44444444
Proportion instances predicted as [BRCA] correctly	1.0
Proportion instances predicted as [BRCA] incorrectly	0.0
Proportion instances predicted as [Control]	0.55555556
Proportion instances predicted as [Control] correctly	0.6
Proportion instances predicted as [Control] incorrectly	0.4
Number [BRCA] instances predicted correctly	8.0
Number [BRCA] instances predicted incorrectly	4.0
Number [Control] instances predicted correctly	6.0
Number [Control] instances predicted incorrectly	0.0
Proportion [BRCA] instances predicted correctly	0.66666667
Proportion [BRCA] instances predicted incorrectly	0.33333333
Proportion [Control] instances predicted correctly	1.0
Proportion [Control] instances predicted incorrectly	0.0
