# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.74009324
Weighted average F-Measure	0.7471352
Weighted average true positive rate	0.74698795
Weighted average false positive rate	0.25339821
Weighted average sensitivity (recall)	0.74698795
Total number correct	62
Total number incorrect	21
Accuracy	0.74698795
Error rate	0.25301205
Error rate expected by chance	0.46987952
Improvement over error rate expected by chance	0.21686747
Kappa statistic	0.49287169
Mean absolute error	0.37349226
Mean prior absolute error	0.49822821
Root mean squared error	0.45699985
Root mean prior squared error	0.49909244
Relative absolute error (%)	74.96409284
Root relative squared error (%)	91.56617543
Kononenko & Bratko information score (bits)	22.80231798
Kononenko & Bratko information score (bits / instance)	0.27472672
Kononenko & Bratko relative information score (%)	2285.94082961
Class complexity - order (bits)	82.78271576
Class complexity - order (bits / instance)	0.99738212
Class complexity - scheme (bits)	73.23208361
Class complexity - scheme (bits / instance)	0.88231426
Complexity improvement (bits)	9.55063215
Complexity improvement (bits / instance)	0.11506786
