# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.65806938
Weighted average F-Measure	0.69780371
Weighted average true positive rate	0.72580645
Weighted average false positive rate	0.48659077
Weighted average sensitivity (recall)	0.72580645
Total number correct	90
Total number incorrect	34
Accuracy	0.72580645
Error rate	0.27419355
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	0.04032258
Kappa statistic	0.27335402
Mean absolute error	0.37713241
Mean prior absolute error	0.43228367
Root mean squared error	0.44596868
Root mean prior squared error	0.46433221
Relative absolute error (%)	87.24188311
Root relative squared error (%)	96.04517421
Kononenko & Bratko information score (bits)	12.63686104
Kononenko & Bratko information score (bits / instance)	0.10191017
Kononenko & Bratko relative information score (%)	1401.60667396
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	105.41309534
Class complexity - scheme (bits / instance)	0.85010561
Complexity improvement (bits)	5.98191532
Complexity improvement (bits / instance)	0.04824125
