# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.65559441
Weighted average F-Measure	0.68702017
Weighted average true positive rate	0.68674699
Weighted average false positive rate	0.31262111
Weighted average sensitivity (recall)	0.68674699
Total number correct	57
Total number incorrect	26
Accuracy	0.68674699
Error rate	0.31325301
Error rate expected by chance	0.46987952
Improvement over error rate expected by chance	0.15662651
Kappa statistic	0.37303893
Mean absolute error	0.44829721
Mean prior absolute error	0.49822821
Root mean squared error	0.48141305
Root mean prior squared error	0.49909244
Relative absolute error (%)	89.97828799
Root relative squared error (%)	96.45769224
Kononenko & Bratko information score (bits)	9.81133376
Kononenko & Bratko information score (bits / instance)	0.11820884
Kononenko & Bratko relative information score (%)	983.5898464
Class complexity - order (bits)	82.78271576
Class complexity - order (bits / instance)	0.99738212
Class complexity - scheme (bits)	78.60182258
Class complexity - scheme (bits / instance)	0.94700991
Complexity improvement (bits)	4.18089319
Complexity improvement (bits / instance)	0.05037221
