# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.66817496
Weighted average F-Measure	0.66841968
Weighted average true positive rate	0.72580645
Weighted average false positive rate	0.55597236
Weighted average sensitivity (recall)	0.72580645
Total number correct	87
Total number incorrect	37
Accuracy	0.7016129
Error rate	0.2983871
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	0.01612903
Kappa statistic	0.21078248
Mean absolute error	0.40292167
Mean prior absolute error	0.43228367
Root mean squared error	0.44679213
Root mean prior squared error	0.46433221
Relative absolute error (%)	93.20770092
Root relative squared error (%)	96.22251386
Kononenko & Bratko information score (bits)	7.24257859
Kononenko & Bratko information score (bits / instance)	0.05840789
Kononenko & Bratko relative information score (%)	803.30443214
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	104.82376758
Class complexity - scheme (bits / instance)	0.84535296
Complexity improvement (bits)	6.57124308
Complexity improvement (bits / instance)	0.0529939
