# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	5.0
Number instances predicted as [BRCACancer] correctly	4.0
Number instances predicted as [BRCACancer] incorrectly	1.0
Number instances predicted as [Control]	119.0
Number instances predicted as [Control] correctly	84.0
Number instances predicted as [Control] incorrectly	35.0
Proportion instances predicted as [BRCACancer]	0.04032258
Proportion instances predicted as [BRCACancer] correctly	0.8
Proportion instances predicted as [BRCACancer] incorrectly	0.2
Proportion instances predicted as [Control]	0.95967742
Proportion instances predicted as [Control] correctly	0.70588235
Proportion instances predicted as [Control] incorrectly	0.29411765
Number [BRCACancer] instances predicted correctly	4.0
Number [BRCACancer] instances predicted incorrectly	35.0
Number [Control] instances predicted correctly	84.0
Number [Control] instances predicted incorrectly	1.0
Proportion [BRCACancer] instances predicted correctly	0.1025641
Proportion [BRCACancer] instances predicted incorrectly	0.8974359
Proportion [Control] instances predicted correctly	0.98823529
Proportion [Control] instances predicted incorrectly	0.01176471
