# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.48543124
Weighted average F-Measure	0.48010592
Weighted average true positive rate	0.48192771
Weighted average false positive rate	0.52621676
Weighted average sensitivity (recall)	0.48192771
Total number correct	42
Total number incorrect	41
Accuracy	0.5060241
Error rate	0.4939759
Error rate expected by chance	0.46987952
Improvement over error rate expected by chance	-0.02409639
Kappa statistic	-0.04448347
Mean absolute error	0.50026203
Mean prior absolute error	0.49822821
Root mean squared error	0.50590752
Root mean prior squared error	0.49909244
Relative absolute error (%)	100.40821104
Root relative squared error (%)	101.36549625
Kononenko & Bratko information score (bits)	-0.49175321
Kononenko & Bratko information score (bits / instance)	-0.00592474
Kononenko & Bratko relative information score (%)	-49.29844199
Class complexity - order (bits)	82.78271576
Class complexity - order (bits / instance)	0.99738212
Class complexity - scheme (bits)	84.49319817
Class complexity - scheme (bits / instance)	1.01799034
Complexity improvement (bits)	-1.71048241
Complexity improvement (bits / instance)	-0.02060822
