# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.20833333
Weighted average F-Measure	0.48727273
Weighted average true positive rate	0.5
Weighted average false positive rate	0.66666667
Weighted average sensitivity (recall)	0.5
Total number correct	9
Total number incorrect	9
Accuracy	0.5
Error rate	0.5
Error rate expected by chance	0.33333333
Improvement over error rate expected by chance	-0.16666667
Kappa statistic	-0.17391304
Mean absolute error	0.54083438
Mean prior absolute error	0.45
Root mean squared error	0.58669896
Root mean prior squared error	0.47169906
Relative absolute error (%)	120.18541687
Root relative squared error (%)	124.37993074
Kononenko & Bratko information score (bits)	-4.26233223
Kononenko & Bratko information score (bits / instance)	-0.23679623
Kononenko & Bratko relative information score (%)	-456.31923754
Class complexity - order (bits)	16.54529956
Class complexity - order (bits / instance)	0.91918331
Class complexity - scheme (bits)	24.72833361
Class complexity - scheme (bits / instance)	1.37379631
Complexity improvement (bits)	-8.18303405
Complexity improvement (bits / instance)	-0.454613
