# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.01388889
Weighted average F-Measure	0.44444444
Weighted average true positive rate	0.5
Weighted average false positive rate	0.75
Weighted average sensitivity (recall)	0.5
Total number correct	8
Total number incorrect	10
Accuracy	0.44444444
Error rate	0.55555556
Error rate expected by chance	0.33333333
Improvement over error rate expected by chance	-0.22222222
Kappa statistic	-0.28571429
Mean absolute error	0.54160895
Mean prior absolute error	0.45
Root mean squared error	0.56354659
Root mean prior squared error	0.47169906
Relative absolute error (%)	120.35754552
Root relative squared error (%)	119.47163725
Kononenko & Bratko information score (bits)	-4.94871568
Kononenko & Bratko information score (bits / instance)	-0.27492865
Kononenko & Bratko relative information score (%)	-529.80247553
Class complexity - order (bits)	16.54529956
Class complexity - order (bits / instance)	0.91918331
Class complexity - scheme (bits)	22.03417937
Class complexity - scheme (bits / instance)	1.22412108
Complexity improvement (bits)	-5.48887982
Complexity improvement (bits / instance)	-0.30493777
