# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	6.0
Number instances predicted as [BRCACancer] correctly	1.0
Number instances predicted as [BRCACancer] incorrectly	5.0
Number instances predicted as [Control]	31.0
Number instances predicted as [Control] correctly	17.0
Number instances predicted as [Control] incorrectly	14.0
Proportion instances predicted as [BRCACancer]	0.16216216
Proportion instances predicted as [BRCACancer] correctly	0.16666667
Proportion instances predicted as [BRCACancer] incorrectly	0.83333333
Proportion instances predicted as [Control]	0.83783784
Proportion instances predicted as [Control] correctly	0.5483871
Proportion instances predicted as [Control] incorrectly	0.4516129
Number [BRCACancer] instances predicted correctly	1.0
Number [BRCACancer] instances predicted incorrectly	14.0
Number [Control] instances predicted correctly	17.0
Number [Control] instances predicted incorrectly	5.0
Proportion [BRCACancer] instances predicted correctly	0.06666667
Proportion [BRCACancer] instances predicted incorrectly	0.93333333
Proportion [Control] instances predicted correctly	0.77272727
Proportion [Control] instances predicted incorrectly	0.22727273
