# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	9.0
Number instances predicted as [BRCACancer] correctly	4.0
Number instances predicted as [BRCACancer] incorrectly	5.0
Number instances predicted as [Control]	69.0
Number instances predicted as [Control] correctly	58.0
Number instances predicted as [Control] incorrectly	11.0
Proportion instances predicted as [BRCACancer]	0.11538462
Proportion instances predicted as [BRCACancer] correctly	0.44444444
Proportion instances predicted as [BRCACancer] incorrectly	0.55555556
Proportion instances predicted as [Control]	0.88461538
Proportion instances predicted as [Control] correctly	0.84057971
Proportion instances predicted as [Control] incorrectly	0.15942029
Number [BRCACancer] instances predicted correctly	4.0
Number [BRCACancer] instances predicted incorrectly	11.0
Number [Control] instances predicted correctly	58.0
Number [Control] instances predicted incorrectly	5.0
Proportion [BRCACancer] instances predicted correctly	0.26666667
Proportion [BRCACancer] instances predicted incorrectly	0.73333333
Proportion [Control] instances predicted correctly	0.92063492
Proportion [Control] instances predicted incorrectly	0.07936508
