# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.49312169
Weighted average F-Measure	0.63687087
Weighted average true positive rate	0.6025641
Weighted average false positive rate	0.6025641
Weighted average sensitivity (recall)	0.6025641
Total number correct	49
Total number incorrect	29
Accuracy	0.62820513
Error rate	0.37179487
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.17948718
Kappa statistic	0.0
Mean absolute error	0.46680111
Mean prior absolute error	0.31538462
Root mean squared error	0.4824622
Root mean prior squared error	0.39418855
Relative absolute error (%)	148.01010868
Root relative squared error (%)	122.39376238
Kononenko & Bratko information score (bits)	-53.2922963
Kononenko & Bratko information score (bits / instance)	-0.68323457
Kononenko & Bratko relative information score (%)	-7381.93965313
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	73.92595578
Class complexity - scheme (bits / instance)	0.94776866
Complexity improvement (bits)	-18.81556438
Complexity improvement (bits / instance)	-0.24122518
