# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	42.0
Number instances predicted as [BRCACancer] correctly	8.0
Number instances predicted as [BRCACancer] incorrectly	34.0
Number instances predicted as [Control]	35.0
Number instances predicted as [Control] correctly	30.0
Number instances predicted as [Control] incorrectly	5.0
Proportion instances predicted as [BRCACancer]	0.54545455
Proportion instances predicted as [BRCACancer] correctly	0.19047619
Proportion instances predicted as [BRCACancer] incorrectly	0.80952381
Proportion instances predicted as [Control]	0.45454545
Proportion instances predicted as [Control] correctly	0.85714286
Proportion instances predicted as [Control] incorrectly	0.14285714
Number [BRCACancer] instances predicted correctly	8.0
Number [BRCACancer] instances predicted incorrectly	5.0
Number [Control] instances predicted correctly	30.0
Number [Control] instances predicted incorrectly	34.0
Proportion [BRCACancer] instances predicted correctly	0.61538462
Proportion [BRCACancer] instances predicted incorrectly	0.38461538
Proportion [Control] instances predicted correctly	0.46875
Proportion [Control] instances predicted incorrectly	0.53125
