# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	24.0
Number instances predicted as [BRCACancer] correctly	11.0
Number instances predicted as [BRCACancer] incorrectly	13.0
Number instances predicted as [Control]	59.0
Number instances predicted as [Control] correctly	31.0
Number instances predicted as [Control] incorrectly	28.0
Proportion instances predicted as [BRCACancer]	0.28915663
Proportion instances predicted as [BRCACancer] correctly	0.45833333
Proportion instances predicted as [BRCACancer] incorrectly	0.54166667
Proportion instances predicted as [Control]	0.71084337
Proportion instances predicted as [Control] correctly	0.52542373
Proportion instances predicted as [Control] incorrectly	0.47457627
Number [BRCACancer] instances predicted correctly	11.0
Number [BRCACancer] instances predicted incorrectly	28.0
Number [Control] instances predicted correctly	31.0
Number [Control] instances predicted incorrectly	13.0
Proportion [BRCACancer] instances predicted correctly	0.28205128
Proportion [BRCACancer] instances predicted incorrectly	0.71794872
Proportion [Control] instances predicted correctly	0.70454545
Proportion [Control] instances predicted incorrectly	0.29545455
