# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.67424242
Weighted average F-Measure	0.67441398
Weighted average true positive rate	0.6746988
Weighted average false positive rate	0.3291277
Weighted average sensitivity (recall)	0.6746988
Total number correct	58
Total number incorrect	25
Accuracy	0.69879518
Error rate	0.30120482
Error rate expected by chance	0.46987952
Improvement over error rate expected by chance	0.1686747
Kappa statistic	0.34607528
Mean absolute error	0.46922164
Mean prior absolute error	0.49822821
Root mean squared error	0.48960355
Root mean prior squared error	0.49909244
Relative absolute error (%)	94.17805598
Root relative squared error (%)	98.09877289
Kononenko & Bratko information score (bits)	6.34293236
Kononenko & Bratko information score (bits / instance)	0.07642087
Kononenko & Bratko relative information score (%)	635.8813205
Class complexity - order (bits)	82.78271576
Class complexity - order (bits / instance)	0.99738212
Class complexity - scheme (bits)	81.56466359
Class complexity - scheme (bits / instance)	0.98270679
Complexity improvement (bits)	1.21805217
Complexity improvement (bits / instance)	0.01467533
