# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	27.0
Number instances predicted as [BRCACancer] correctly	6.0
Number instances predicted as [BRCACancer] incorrectly	21.0
Number instances predicted as [Control]	51.0
Number instances predicted as [Control] correctly	42.0
Number instances predicted as [Control] incorrectly	9.0
Proportion instances predicted as [BRCACancer]	0.34615385
Proportion instances predicted as [BRCACancer] correctly	0.22222222
Proportion instances predicted as [BRCACancer] incorrectly	0.77777778
Proportion instances predicted as [Control]	0.65384615
Proportion instances predicted as [Control] correctly	0.82352941
Proportion instances predicted as [Control] incorrectly	0.17647059
Number [BRCACancer] instances predicted correctly	6.0
Number [BRCACancer] instances predicted incorrectly	9.0
Number [Control] instances predicted correctly	42.0
Number [Control] instances predicted incorrectly	21.0
Proportion [BRCACancer] instances predicted correctly	0.4
Proportion [BRCACancer] instances predicted incorrectly	0.6
Proportion [Control] instances predicted correctly	0.66666667
Proportion [Control] instances predicted incorrectly	0.33333333
