# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	26.0
Number instances predicted as [BRCACancer] correctly	4.0
Number instances predicted as [BRCACancer] incorrectly	22.0
Number instances predicted as [Control]	52.0
Number instances predicted as [Control] correctly	41.0
Number instances predicted as [Control] incorrectly	11.0
Proportion instances predicted as [BRCACancer]	0.33333333
Proportion instances predicted as [BRCACancer] correctly	0.15384615
Proportion instances predicted as [BRCACancer] incorrectly	0.84615385
Proportion instances predicted as [Control]	0.66666667
Proportion instances predicted as [Control] correctly	0.78846154
Proportion instances predicted as [Control] incorrectly	0.21153846
Number [BRCACancer] instances predicted correctly	4.0
Number [BRCACancer] instances predicted incorrectly	11.0
Number [Control] instances predicted correctly	41.0
Number [Control] instances predicted incorrectly	22.0
Proportion [BRCACancer] instances predicted correctly	0.26666667
Proportion [BRCACancer] instances predicted incorrectly	0.73333333
Proportion [Control] instances predicted correctly	0.65079365
Proportion [Control] instances predicted incorrectly	0.34920635
