# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	20.0
Number instances predicted as [BRCACancer] correctly	7.0
Number instances predicted as [BRCACancer] incorrectly	13.0
Number instances predicted as [Control]	104.0
Number instances predicted as [Control] correctly	72.0
Number instances predicted as [Control] incorrectly	32.0
Proportion instances predicted as [BRCACancer]	0.16129032
Proportion instances predicted as [BRCACancer] correctly	0.35
Proportion instances predicted as [BRCACancer] incorrectly	0.65
Proportion instances predicted as [Control]	0.83870968
Proportion instances predicted as [Control] correctly	0.69230769
Proportion instances predicted as [Control] incorrectly	0.30769231
Number [BRCACancer] instances predicted correctly	7.0
Number [BRCACancer] instances predicted incorrectly	32.0
Number [Control] instances predicted correctly	72.0
Number [Control] instances predicted incorrectly	13.0
Proportion [BRCACancer] instances predicted correctly	0.17948718
Proportion [BRCACancer] instances predicted incorrectly	0.82051282
Proportion [Control] instances predicted correctly	0.84705882
Proportion [Control] instances predicted incorrectly	0.15294118
