# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.51221719
Weighted average F-Measure	0.55865103
Weighted average true positive rate	0.66129032
Weighted average false positive rate	0.68270812
Weighted average sensitivity (recall)	0.66129032
Total number correct	84
Total number incorrect	40
Accuracy	0.67741935
Error rate	0.32258065
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	-0.00806452
Kappa statistic	-0.02803
Mean absolute error	0.43169447
Mean prior absolute error	0.43228367
Root mean squared error	0.46877458
Root mean prior squared error	0.46433221
Relative absolute error (%)	99.86370199
Root relative squared error (%)	100.95672124
Kononenko & Bratko information score (bits)	-1.16778679
Kononenko & Bratko information score (bits / instance)	-0.00941764
Kononenko & Bratko relative information score (%)	-129.52407677
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	112.96056458
Class complexity - scheme (bits / instance)	0.9109723
Complexity improvement (bits)	-1.56555392
Complexity improvement (bits / instance)	-0.01262543
