# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.71463047
Weighted average F-Measure	0.72652757
Weighted average true positive rate	0.75
Weighted average false positive rate	0.44773756
Weighted average sensitivity (recall)	0.75
Total number correct	93
Total number incorrect	31
Accuracy	0.75
Error rate	0.25
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	0.06451613
Kappa statistic	0.34268126
Mean absolute error	0.36593673
Mean prior absolute error	0.43228367
Root mean squared error	0.43007683
Root mean prior squared error	0.46433221
Relative absolute error (%)	84.65199183
Root relative squared error (%)	92.6226571
Kononenko & Bratko information score (bits)	17.68316523
Kononenko & Bratko information score (bits / instance)	0.14260617
Kononenko & Bratko relative information score (%)	1961.31320353
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	100.26707682
Class complexity - scheme (bits / instance)	0.80860546
Complexity improvement (bits)	11.12793384
Complexity improvement (bits / instance)	0.0897414
