# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	14.0
Number instances predicted as [BRCACancer] correctly	1.0
Number instances predicted as [BRCACancer] incorrectly	13.0
Number instances predicted as [Control]	63.0
Number instances predicted as [Control] correctly	51.0
Number instances predicted as [Control] incorrectly	12.0
Proportion instances predicted as [BRCACancer]	0.18181818
Proportion instances predicted as [BRCACancer] correctly	0.07142857
Proportion instances predicted as [BRCACancer] incorrectly	0.92857143
Proportion instances predicted as [Control]	0.81818182
Proportion instances predicted as [Control] correctly	0.80952381
Proportion instances predicted as [Control] incorrectly	0.19047619
Number [BRCACancer] instances predicted correctly	1.0
Number [BRCACancer] instances predicted incorrectly	12.0
Number [Control] instances predicted correctly	51.0
Number [Control] instances predicted incorrectly	13.0
Proportion [BRCACancer] instances predicted correctly	0.07692308
Proportion [BRCACancer] instances predicted incorrectly	0.92307692
Proportion [Control] instances predicted correctly	0.796875
Proportion [Control] instances predicted incorrectly	0.203125
